symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta,priority,timestamp
ECLERX,ECLERXEQN,2343.6,2428.0,2325.6,2405.0,2358.0,47.0,1.99,53057695860.0,2828.0,1272.0,39600,94078908.0,22-Mar-2024 15:56:41,14.957567185289957,-89.07232704402516,77.87,23-Mar-2023,https://nsearchives.nseindia.com/365d/ECLERX-EQ.svg,21-Feb-2024,-1.58,https://nsearchives.nseindia.com/30d/ECLERX-EQ.svg,https://nsearchives.nseindia.com/today/ECLERXEQN.svg,,,0,22-Mar-2024 16:00:00
BALAMINES,BALAMINESEQN,2066.0,2165.0,2066.0,2103.0,2062.35,40.65,1.97,21804576960.0,2735.0,1880.0,181950,388292217.0,22-Mar-2024 15:59:46,23.107861060329068,-11.861702127659575,2.03,23-Mar-2023,https://nsearchives.nseindia.com/365d/BALAMINES-EQ.svg,21-Feb-2024,-8.1,https://nsearchives.nseindia.com/30d/BALAMINES-EQ.svg,https://nsearchives.nseindia.com/today/BALAMINESEQN.svg,,,0,22-Mar-2024 16:00:00
PFC,PFCEQN,384.35,394.8,379.0,391.3,386.75,7.55,1.97,568185120222.72,477.8,116.32,13733411,5328563468.0,22-Mar-2024 15:59:45,18.103809125156967,-236.39958734525447,157.07,23-Mar-2023,https://nsearchives.nseindia.com/365d/PFC-EQ.svg,21-Feb-2024,-5.03,https://nsearchives.nseindia.com/30d/PFC-EQ.svg,https://nsearchives.nseindia.com/today/PFCEQN.svg,,,0,22-Mar-2024 16:00:00
INDIACEM,INDIACEMEQN,203.7,209.55,202.4,207.7,203.7,4.0,1.96,25746259459.08,277.0,167.2,2367242,489948076.74,22-Mar-2024 15:57:35,25.01805054151625,-24.222488038277515,15.16,23-Mar-2023,https://nsearchives.nseindia.com/365d/INDIACEM-EQ.svg,21-Feb-2024,-14.71,https://nsearchives.nseindia.com/30d/INDIACEM-EQ.svg,https://nsearchives.nseindia.com/today/INDIACEMEQN.svg,,,0,22-Mar-2024 16:00:00
HBLPOWER,HBLPOWEREQN,455.0,478.55,451.05,463.75,454.85,8.9,1.96,52705154045.08,612.0,86.15,1168347,542054590.65,22-Mar-2024 15:59:54,24.223856209150327,-438.3052814857806,376.43,23-Mar-2023,https://nsearchives.nseindia.com/365d/HBLPOWER-EQ.svg,21-Feb-2024,-9.41,https://nsearchives.nseindia.com/30d/HBLPOWER-EQ.svg,https://nsearchives.nseindia.com/today/HBLPOWEREQN.svg,,,0,22-Mar-2024 16:00:00
GMMPFAUDLR,GMMPFAUDLREQN,1229.0,1269.0,1225.0,1249.9,1226.15,23.75,1.94,41582105365.42,1897.95,1210.0,269742,335397202.8,22-Mar-2024 15:59:44,34.14473510893332,-3.2975206611570322,-18.08,23-Mar-2023,https://nsearchives.nseindia.com/365d/GMMPFAUDLR-EQ.svg,21-Feb-2024,-7.6,https://nsearchives.nseindia.com/30d/GMMPFAUDLR-EQ.svg,https://nsearchives.nseindia.com/today/GMMPFAUDLREQN.svg,,,0,22-Mar-2024 16:00:00
GRSE,GRSEEQN,762.35,793.35,757.0,777.05,762.35,14.7,1.93,23143284216.0,974.8,399.9,707306,553084999.76,22-Mar-2024 15:59:57,20.28621255642183,-94.31107776944236,85.18,23-Mar-2023,https://nsearchives.nseindia.com/365d/GRSE-EQ.svg,21-Feb-2024,-3.34,https://nsearchives.nseindia.com/30d/GRSE-EQ.svg,https://nsearchives.nseindia.com/today/GRSEEQN.svg,,,0,22-Mar-2024 16:00:00
YESBANK,YESBANKEQN,23.4,24.2,23.2,23.85,23.4,0.45,1.92,418503515562.01,32.85,14.7,261281861,6223733929.02,22-Mar-2024 15:59:56,27.397260273972602,-62.24489795918369,57.24,23-Mar-2023,https://nsearchives.nseindia.com/365d/YESBANK-EQ.svg,21-Feb-2024,-6.46,https://nsearchives.nseindia.com/30d/YESBANK-EQ.svg,https://nsearchives.nseindia.com/today/YESBANKEQN.svg,,,0,22-Mar-2024 16:00:00
M&MFIN,M&MFINEQN,267.7,275.6,266.45,273.35,268.2,5.15,1.92,162111409743.36,346.55,215.65,2011220,548902162.4,22-Mar-2024 15:59:14,21.12249314673207,-26.756318108045452,20.16,23-Mar-2023,https://nsearchives.nseindia.com/365d/M&MFIN-EQ.svg,21-Feb-2024,-5.33,https://nsearchives.nseindia.com/30d/M&MFIN-EQ.svg,https://nsearchives.nseindia.com/today/M&MFINEQN.svg,,,0,22-Mar-2024 16:00:00
MSUMI,MSUMIEQN,62.85,64.1,62.6,63.95,62.75,1.2,1.91,107437343855.53,74.8,46.0,4906880,311439673.6,22-Mar-2024 15:59:48,14.505347593582883,-39.02173913043479,34.07,23-Mar-2023,https://nsearchives.nseindia.com/365d/MSUMI-EQ.svg,21-Feb-2024,-8.58,https://nsearchives.nseindia.com/30d/MSUMI-EQ.svg,https://nsearchives.nseindia.com/today/MSUMIEQN.svg,,,0,22-Mar-2024 16:00:00
TATAMTRDVR,TATAMTRDVREQN,639.45,652.25,626.55,649.9,637.75,12.15,1.91,304037949541.57,712.6,202.0,1402180,902443048.0,22-Mar-2024 15:59:59,8.798765085602026,-221.73267326732673,205.7,23-Mar-2023,https://nsearchives.nseindia.com/365d/TATAMTRDVR-EQ.svg,21-Feb-2024,6.3,https://nsearchives.nseindia.com/30d/TATAMTRDVR-EQ.svg,https://nsearchives.nseindia.com/today/TATAMTRDVREQN.svg,,,0,22-Mar-2024 16:00:00
BAJAJHLDNG,BAJAJHLDNGEQN,8215.0,8447.65,8202.65,8358.0,8202.65,155.35,1.89,362774551066.2,9348.95,5770.0,49514,414281657.43999994,22-Mar-2024 15:54:19,10.599586049770302,-44.8526863084922,39.16,23-Mar-2023,https://nsearchives.nseindia.com/365d/BAJAJHLDNG-EQ.svg,21-Feb-2024,-4.69,https://nsearchives.nseindia.com/30d/BAJAJHLDNG-EQ.svg,https://nsearchives.nseindia.com/today/BAJAJHLDNGEQN.svg,,,0,22-Mar-2024 16:00:00
DBCORP,DBCORPBEN,256.0,268.0,250.0,264.0,259.1,4.9,1.89,13164583481.28,373.3,94.6,56988,14942253.6,22-Mar-2024 15:55:34,29.27939994642379,-179.06976744186048,-,-,-,-,-,-,https://nsearchives.nseindia.com/today/DBCORPBEN.svg,,,0,22-Mar-2024 16:00:00
GATEWAY,GATEWAYEQN,100.85,103.8,100.5,102.75,100.85,1.9,1.88,34910114821.32,121.55,59.1,432537,44460478.230000004,22-Mar-2024 15:57:38,15.466886055121348,-73.85786802030456,66.91,23-Mar-2023,https://nsearchives.nseindia.com/365d/GATEWAY-EQ.svg,21-Feb-2024,-4.06,https://nsearchives.nseindia.com/30d/GATEWAY-EQ.svg,https://nsearchives.nseindia.com/today/GATEWAYEQN.svg,,,0,22-Mar-2024 16:00:00
WELCORP,WELCORPEQN,526.4,544.5,522.0,534.0,524.15,9.85,1.88,69865060965.0,623.9,186.0,491887,264404019.10999998,22-Mar-2024 15:57:38,14.409360474435003,-187.09677419354838,168.98,23-Mar-2023,https://nsearchives.nseindia.com/365d/WELCORP-EQ.svg,21-Feb-2024,1.23,https://nsearchives.nseindia.com/30d/WELCORP-EQ.svg,https://nsearchives.nseindia.com/today/WELCORPEQN.svg,,,0,22-Mar-2024 16:00:00
GALAXYSURF,GALAXYSURFEQN,2282.0,2337.95,2282.0,2325.0,2282.25,42.75,1.87,23905366536.0,2978.95,2221.6,24645,56934878.99999999,22-Mar-2024 15:56:17,21.952365766461334,-4.654303204897375,-2.76,23-Mar-2023,https://nsearchives.nseindia.com/365d/GALAXYSURF-EQ.svg,21-Feb-2024,-8.03,https://nsearchives.nseindia.com/30d/GALAXYSURF-EQ.svg,https://nsearchives.nseindia.com/today/GALAXYSURFEQN.svg,,,0,22-Mar-2024 16:00:00
TEAMLEASE,TEAMLEASEEQN,2797.6,2862.95,2759.2,2850.0,2797.6,52.4,1.87,32498128200.0,3325.3,2007.25,12688,35912749.599999994,22-Mar-2024 15:47:33,14.29344720777073,-41.98530327562585,24.33,23-Mar-2023,https://nsearchives.nseindia.com/365d/TEAMLEASE-EQ.svg,21-Feb-2024,-10.44,https://nsearchives.nseindia.com/30d/TEAMLEASE-EQ.svg,https://nsearchives.nseindia.com/today/TEAMLEASEEQN.svg,,,0,22-Mar-2024 16:00:00
CONCORDBIO,CONCORDBIOEQN,1451.05,1505.0,1451.05,1494.05,1466.6,27.45,1.87,26571312729.65,1607.0,900.05,48086,71664008.38,22-Mar-2024 15:56:41,7.028624766645926,-65.99633353702572,-,-,-,21-Feb-2024,3.44,https://nsearchives.nseindia.com/30d/CONCORDBIO-EQ.svg,https://nsearchives.nseindia.com/today/CONCORDBIOEQN.svg,,,0,22-Mar-2024 16:00:00
WESTLIFE,WESTLIFEEQN,746.95,766.0,746.9,758.6,744.7,13.9,1.87,50770712582.3,1024.95,658.0,40324,30546236.48,22-Mar-2024 15:51:00,25.9866334943168,-15.2887537993921,10.41,23-Mar-2023,https://nsearchives.nseindia.com/365d/WESTLIFE-EQ.svg,21-Feb-2024,-7.49,https://nsearchives.nseindia.com/30d/WESTLIFE-EQ.svg,https://nsearchives.nseindia.com/today/WESTLIFEEQN.svg,,,0,22-Mar-2024 16:00:00
SBILIFE,SBILIFEEQN,1474.0,1511.0,1458.1,1495.3,1468.05,27.25,1.86,673811397115.29,1569.4,1083.25,563028,838472558.16,22-Mar-2024 15:59:50,4.721549636803883,-38.038310639279935,34.19,23-Mar-2023,https://nsearchives.nseindia.com/365d/SBILIFE-EQ.svg,21-Feb-2024,-0.04,https://nsearchives.nseindia.com/30d/SBILIFE-EQ.svg,https://nsearchives.nseindia.com/today/SBILIFEEQN.svg,,,0,22-Mar-2024 16:00:00
BAJAJHIND,BAJAJHINDEQN,29.8,30.65,29.75,30.35,29.8,0.55,1.85,25586796998.2,40.5,11.45,11266581,341377404.3,22-Mar-2024 15:59:34,25.061728395061724,-165.06550218340615,139.92,23-Mar-2023,https://nsearchives.nseindia.com/365d/BAJAJHIND-EQ.svg,21-Feb-2024,-20.96,https://nsearchives.nseindia.com/30d/BAJAJHIND-EQ.svg,https://nsearchives.nseindia.com/today/BAJAJHINDEQN.svg,,,0,22-Mar-2024 16:00:00
ETHOSLTD,ETHOSLTDEQN,2614.8,2667.75,2614.8,2650.0,2602.1,47.9,1.84,23354342622.0,3044.0,936.1,22747,60198570.68,22-Mar-2024 15:57:20,12.943495400788436,-183.08941352419612,172.9,23-Mar-2023,https://nsearchives.nseindia.com/365d/ETHOSLTD-EQ.svg,21-Feb-2024,5.32,https://nsearchives.nseindia.com/30d/ETHOSLTD-EQ.svg,https://nsearchives.nseindia.com/today/ETHOSLTDEQN.svg,,,0,22-Mar-2024 16:00:00
GSPL,GSPLEQN,348.25,357.0,344.15,352.3,345.95,6.35,1.84,101373550560.05,406.75,254.5,1007085,354252219.59999996,22-Mar-2024 15:57:26,13.386601106330668,-38.42829076620826,28.63,23-Mar-2023,https://nsearchives.nseindia.com/365d/GSPL-EQ.svg,21-Feb-2024,-5.51,https://nsearchives.nseindia.com/30d/GSPL-EQ.svg,https://nsearchives.nseindia.com/today/GSPLEQN.svg,,,0,22-Mar-2024 16:00:00
TIRUMALCHM,TIRUMALCHMEQN,240.65,253.9,238.15,245.05,240.65,4.4,1.83,14301419019.42,268.65,168.3,762297,189522280.14000002,22-Mar-2024 15:56:42,8.784664061045957,-45.603089720736776,37.27,23-Mar-2023,https://nsearchives.nseindia.com/365d/TIRUMALCHM-EQ.svg,21-Feb-2024,0.16,https://nsearchives.nseindia.com/30d/TIRUMALCHM-EQ.svg,https://nsearchives.nseindia.com/today/TIRUMALCHMEQN.svg,,,0,22-Mar-2024 16:00:00
SHYAMMETL,SHYAMMETLEQN,594.4,609.0,580.7,600.0,589.25,10.75,1.82,41869777950.0,737.8,254.55,1089672,648888779.28,22-Mar-2024 15:57:14,18.6771482786663,-135.7100766057749,117.18,23-Mar-2023,https://nsearchives.nseindia.com/365d/SHYAMMETL-EQ.svg,21-Feb-2024,-6.88,https://nsearchives.nseindia.com/30d/SHYAMMETL-EQ.svg,https://nsearchives.nseindia.com/today/SHYAMMETLEQN.svg,,,0,22-Mar-2024 16:00:00
DHANI,DHANIEQN,40.75,42.9,39.8,42.05,41.3,0.75,1.82,15726896381.07,49.1,23.6,16385190,683590126.8,22-Mar-2024 15:58:55,14.358452138492881,-78.17796610169489,48.6,23-Mar-2023,https://nsearchives.nseindia.com/365d/DHANI-EQ.svg,21-Feb-2024,3.29,https://nsearchives.nseindia.com/30d/DHANI-EQ.svg,https://nsearchives.nseindia.com/today/DHANIEQN.svg,,,0,22-Mar-2024 16:00:00
EICHERMOT,EICHERMOTEQN,3945.0,4013.95,3863.2,3990.0,3918.95,71.05,1.81,546242231850.0,4200.0,2836.0,1033237,4084716496.84,22-Mar-2024 15:56:50,5.0,-40.69111424541608,36.23,23-Mar-2023,https://nsearchives.nseindia.com/365d/EICHERMOT-EQ.svg,21-Feb-2024,3.96,https://nsearchives.nseindia.com/30d/EICHERMOT-EQ.svg,https://nsearchives.nseindia.com/today/EICHERMOTEQN.svg,,,0,22-Mar-2024 16:00:00
SHAREINDIA,SHAREINDIAEQN,1612.0,1638.0,1594.5,1629.5,1600.5,29.0,1.81,18024323235.18,2026.4,1036.7,229005,368340802.2,22-Mar-2024 15:58:48,19.586458744571658,-57.18144111121828,51.24,23-Mar-2023,https://nsearchives.nseindia.com/365d/SHAREINDIA-EQ.svg,21-Feb-2024,-18.5,https://nsearchives.nseindia.com/30d/SHAREINDIA-EQ.svg,https://nsearchives.nseindia.com/today/SHAREINDIAEQN.svg,,,0,22-Mar-2024 16:00:00
RTNINDIA,RTNINDIAEQN,69.2,72.6,68.3,70.65,69.4,1.25,1.8,24414336668.7,94.85,32.15,8882263,634992981.87,22-Mar-2024 15:59:26,25.513969425408533,-119.75116640746504,96.53,23-Mar-2023,https://nsearchives.nseindia.com/365d/RTNINDIA-EQ.svg,21-Feb-2024,-12.96,https://nsearchives.nseindia.com/30d/RTNINDIA-EQ.svg,https://nsearchives.nseindia.com/today/RTNINDIAEQN.svg,,,0,22-Mar-2024 16:00:00
JSL,JSLEQN,680.2,695.0,678.0,692.95,680.7,12.25,1.8,239651579056.93,707.95,255.0,1064038,731281396.26,22-Mar-2024 15:55:44,2.1187937001200647,-171.74509803921572,135.37,23-Mar-2023,https://nsearchives.nseindia.com/365d/JSL-EQ.svg,21-Feb-2024,8.65,https://nsearchives.nseindia.com/30d/JSL-EQ.svg,https://nsearchives.nseindia.com/today/JSLEQN.svg,,,0,22-Mar-2024 16:00:00
ANGELONE,ANGELONEEQN,2620.05,2719.95,2615.95,2662.55,2615.85,46.7,1.79,136442360585.23,3896.0,1102.0,440571,1182320741.31,22-Mar-2024 15:58:51,31.659394250513344,-141.61070780399277,125.12,23-Mar-2023,https://nsearchives.nseindia.com/365d/ANGELONE-EQ.svg,21-Feb-2024,-13.88,https://nsearchives.nseindia.com/30d/ANGELONE-EQ.svg,https://nsearchives.nseindia.com/today/ANGELONEEQN.svg,,,0,22-Mar-2024 16:00:00
KALYANKJIL,KALYANKJILEQN,383.75,387.85,378.25,385.0,378.25,6.75,1.78,87245493927.9,419.4,100.95,870215,335076285.75,22-Mar-2024 15:59:15,8.202193609918927,-281.37691926696385,227.41,23-Mar-2023,https://nsearchives.nseindia.com/365d/KALYANKJIL-EQ.svg,21-Feb-2024,2.38,https://nsearchives.nseindia.com/30d/KALYANKJIL-EQ.svg,https://nsearchives.nseindia.com/today/KALYANKJILEQN.svg,,,0,22-Mar-2024 16:00:00
NATIONALUM,NATIONALUMEQN,146.45,150.75,144.25,148.35,145.75,2.6,1.78,133507519544.71,170.45,75.7,21509647,3185148527.76,22-Mar-2024 15:59:37,12.965679084775593,-95.97093791281372,92.31,23-Mar-2023,https://nsearchives.nseindia.com/365d/NATIONALUM-EQ.svg,21-Feb-2024,-5.44,https://nsearchives.nseindia.com/30d/NATIONALUM-EQ.svg,https://nsearchives.nseindia.com/today/NATIONALUMEQN.svg,,,0,22-Mar-2024 16:00:00
SONACOMS,SONACOMSEQN,676.8,698.7,674.05,691.0,678.9,12.1,1.78,283661903497.0,718.85,401.1,2338126,1614312334.1799998,22-Mar-2024 15:59:35,3.874243583501429,-72.27624033906756,67.2,23-Mar-2023,https://nsearchives.nseindia.com/365d/SONACOMS-EQ.svg,21-Feb-2024,12.93,https://nsearchives.nseindia.com/30d/SONACOMS-EQ.svg,https://nsearchives.nseindia.com/today/SONACOMSEQN.svg,,,0,22-Mar-2024 16:00:00
TITAN,TITANEQN,3627.55,3726.9,3621.25,3692.05,3627.55,64.5,1.78,1540542919253.16,3886.95,2466.8,1281102,4723756160.52,22-Mar-2024 15:57:55,5.0142142296659244,-49.66961245338089,47.15,23-Mar-2023,https://nsearchives.nseindia.com/365d/TITAN-EQ.svg,21-Feb-2024,1.38,https://nsearchives.nseindia.com/30d/TITAN-EQ.svg,https://nsearchives.nseindia.com/today/TITANEQN.svg,,,0,22-Mar-2024 16:00:00
RHIM,RHIMEQN,555.0,583.5,549.5,564.85,555.05,9.8,1.77,33826275838.07,824.0,504.25,731439,416466737.82,22-Mar-2024 15:57:41,31.450242718446596,-12.017848289538923,-6.01,23-Mar-2023,https://nsearchives.nseindia.com/365d/RHIM-EQ.svg,21-Feb-2024,-6.5,https://nsearchives.nseindia.com/30d/RHIM-EQ.svg,https://nsearchives.nseindia.com/today/RHIMEQN.svg,,,0,22-Mar-2024 16:00:00
HIL,HILEQN,2685.75,2761.55,2685.75,2736.65,2689.75,46.9,1.74,11350240686.59,3275.0,2300.0,14312,39115125.36,22-Mar-2024 15:56:22,16.438167938931297,-18.984782608695657,17.16,23-Mar-2023,https://nsearchives.nseindia.com/365d/HIL-EQ.svg,21-Feb-2024,-3.2,https://nsearchives.nseindia.com/30d/HIL-EQ.svg,https://nsearchives.nseindia.com/today/HILEQN.svg,,,0,22-Mar-2024 16:00:00
IPCALAB,IPCALABEQN,1176.4,1209.15,1170.2,1194.6,1174.15,20.45,1.74,160629781176.08,1263.95,669.8,748972,896377179.3199999,22-Mar-2024 15:58:14,5.486767672771877,-78.3517467900866,52.48,23-Mar-2023,https://nsearchives.nseindia.com/365d/IPCALAB-EQ.svg,21-Feb-2024,-1.99,https://nsearchives.nseindia.com/30d/IPCALAB-EQ.svg,https://nsearchives.nseindia.com/today/IPCALABEQN.svg,,,0,22-Mar-2024 16:00:00
GRINDWELL,GRINDWELLEQN,1940.0,1990.0,1940.0,1981.0,1947.15,33.85,1.74,92121254400.0,2495.0,1732.0,34137,67363566.21,22-Mar-2024 15:52:38,20.60120240480962,-14.376443418013857,12.34,23-Mar-2023,https://nsearchives.nseindia.com/365d/GRINDWELL-EQ.svg,21-Feb-2024,-8.31,https://nsearchives.nseindia.com/30d/GRINDWELL-EQ.svg,https://nsearchives.nseindia.com/today/GRINDWELLEQN.svg,,,0,22-Mar-2024 16:00:00
ESABINDIA,ESABINDIAEQN,5110.0,5248.8,5055.15,5225.0,5136.4,88.6,1.72,20911417670.0,6585.95,3244.85,5153,26542948.41,22-Mar-2024 15:43:55,20.664444764992137,-61.02439249888285,44.52,23-Mar-2023,https://nsearchives.nseindia.com/365d/ESABINDIA-EQ.svg,21-Feb-2024,-0.7,https://nsearchives.nseindia.com/30d/ESABINDIA-EQ.svg,https://nsearchives.nseindia.com/today/ESABINDIAEQN.svg,,,0,22-Mar-2024 16:00:00
ITI,ITIEQN,252.3,264.85,252.3,260.5,256.1,4.4,1.72,25031104734.9,384.3,86.55,1939846,504747929.2,22-Mar-2024 15:59:16,32.2144158209732,-200.98209127671868,197.78,23-Mar-2023,https://nsearchives.nseindia.com/365d/ITI-EQ.svg,21-Feb-2024,-17.05,https://nsearchives.nseindia.com/30d/ITI-EQ.svg,https://nsearchives.nseindia.com/today/ITIEQN.svg,,,0,22-Mar-2024 16:00:00
IOB,IOBEQN,58.45,60.75,58.05,59.5,58.5,1.0,1.71,44987741169.28,83.75,20.85,11844603,705346108.65,22-Mar-2024 15:59:12,28.955223880597014,-185.37170263788968,159.48,23-Mar-2023,https://nsearchives.nseindia.com/365d/IOB-EQ.svg,21-Feb-2024,-13.13,https://nsearchives.nseindia.com/30d/IOB-EQ.svg,https://nsearchives.nseindia.com/today/IOBEQN.svg,,,0,22-Mar-2024 16:00:00
BANKBARODA,BANKBARODAEQN,255.5,260.9,253.65,260.05,255.7,4.35,1.7,484132584473.62,285.6,158.5,11402546,2940032460.64,22-Mar-2024 15:59:56,8.946078431372552,-64.06940063091484,59.68,23-Mar-2023,https://nsearchives.nseindia.com/365d/BANKBARODA-EQ.svg,21-Feb-2024,-5.56,https://nsearchives.nseindia.com/30d/BANKBARODA-EQ.svg,https://nsearchives.nseindia.com/today/BANKBARODAEQN.svg,,,0,22-Mar-2024 16:00:00
MCX,MCXEQN,3277.0,3360.85,3260.05,3335.0,3279.55,55.45,1.69,170079560615.0,3990.0,1285.05,419006,1391896031.4,22-Mar-2024 15:50:30,16.416040100250626,-159.52297575969806,121.7,23-Mar-2023,https://nsearchives.nseindia.com/365d/MCX-EQ.svg,21-Feb-2024,-8.68,https://nsearchives.nseindia.com/30d/MCX-EQ.svg,https://nsearchives.nseindia.com/today/MCXEQN.svg,,,0,22-Mar-2024 16:00:00
RITES,RITESEQN,645.8,660.0,636.0,654.0,643.15,10.85,1.69,44004081547.44,825.95,337.0,2086699,1360632082.9499998,22-Mar-2024 15:59:22,20.81845148011381,-94.06528189910979,82.81,23-Mar-2023,https://nsearchives.nseindia.com/365d/RITES-EQ.svg,21-Feb-2024,-10.55,https://nsearchives.nseindia.com/30d/RITES-EQ.svg,https://nsearchives.nseindia.com/today/RITESEQN.svg,,,0,22-Mar-2024 16:00:00
ITC,ITCEQN,421.25,429.65,421.25,428.3,421.25,7.05,1.67,3795527721177.72,499.7,374.2,38861818,16604488976.859999,22-Mar-2024 15:59:52,14.288573143886328,-14.457509353287017,12.6,23-Mar-2023,https://nsearchives.nseindia.com/365d/ITC-EQ.svg,21-Feb-2024,6.26,https://nsearchives.nseindia.com/30d/ITC-EQ.svg,https://nsearchives.nseindia.com/today/ITCEQN.svg,,,0,22-Mar-2024 16:00:00
USHAMART,USHAMARTEQN,295.85,302.25,292.55,298.5,293.6,4.9,1.67,48211673304.9,379.9,205.4,581624,173661293.92,22-Mar-2024 15:59:21,21.4266912345354,-45.326192794547225,42.26,23-Mar-2023,https://nsearchives.nseindia.com/365d/USHAMART-EQ.svg,21-Feb-2024,-2.06,https://nsearchives.nseindia.com/30d/USHAMART-EQ.svg,https://nsearchives.nseindia.com/today/USHAMARTEQN.svg,,,0,22-Mar-2024 16:00:00
CUB,CUBEQN,133.05,137.6,133.05,135.4,133.2,2.2,1.65,97278366527.55,167.8,119.5,4277665,581762440.0,22-Mar-2024 15:59:12,19.30870083432658,-13.305439330543937,5.99,23-Mar-2023,https://nsearchives.nseindia.com/365d/CUB-EQ.svg,21-Feb-2024,1.27,https://nsearchives.nseindia.com/30d/CUB-EQ.svg,https://nsearchives.nseindia.com/today/CUBEQN.svg,,,0,22-Mar-2024 16:00:00
AMIORG,AMIORGEQN,1116.45,1133.0,1107.95,1130.95,1112.65,18.3,1.64,17101129353.5,1388.95,861.0,98130,110111672.99999999,22-Mar-2024 15:57:20,18.575182691961555,-31.353077816492455,24.83,23-Mar-2023,https://nsearchives.nseindia.com/365d/AMIORG-EQ.svg,21-Feb-2024,3.48,https://nsearchives.nseindia.com/30d/AMIORG-EQ.svg,https://nsearchives.nseindia.com/today/AMIORGEQN.svg,,,0,22-Mar-2024 16:00:00
VAIBHAVGBL,VAIBHAVGBLEQN,370.55,387.7,370.0,378.0,371.9,6.1,1.64,20659857053.22,542.4,268.7,446897,170030901.59,22-Mar-2024 15:59:03,30.309734513274332,-40.67733531819874,27.84,23-Mar-2023,https://nsearchives.nseindia.com/365d/VAIBHAVGBL-EQ.svg,21-Feb-2024,-16.03,https://nsearchives.nseindia.com/30d/VAIBHAVGBL-EQ.svg,https://nsearchives.nseindia.com/today/VAIBHAVGBLEQN.svg,,,0,22-Mar-2024 16:00:00
TIMKEN,TIMKENEQN,2850.0,2910.45,2841.0,2896.5,2850.1,46.4,1.63,89327135842.71,3569.85,2524.5,84335,241572547.4,22-Mar-2024 15:53:39,18.86213706458254,-14.735591206179441,4.65,23-Mar-2023,https://nsearchives.nseindia.com/365d/TIMKEN-EQ.svg,21-Feb-2024,2.93,https://nsearchives.nseindia.com/30d/TIMKEN-EQ.svg,https://nsearchives.nseindia.com/today/TIMKENEQN.svg,,,0,22-Mar-2024 16:00:00
TARSONS,TARSONSEQN,406.95,414.0,404.0,412.85,406.25,6.6,1.62,6370201802.15,646.4,397.1,107335,43888208.15,22-Mar-2024 15:59:14,36.13087871287128,-3.966255351296902,-27.14,23-Mar-2023,https://nsearchives.nseindia.com/365d/TARSONS-EQ.svg,21-Feb-2024,-16.05,https://nsearchives.nseindia.com/30d/TARSONS-EQ.svg,https://nsearchives.nseindia.com/today/TARSONSEQN.svg,,,0,22-Mar-2024 16:00:00
SYNGENE,SYNGENEEQN,689.2,701.65,686.4,696.35,685.25,11.1,1.62,125974415362.5,860.25,571.05,613191,426695089.26,22-Mar-2024 15:55:28,19.052600988084855,-21.942036599247015,20.58,23-Mar-2023,https://nsearchives.nseindia.com/365d/SYNGENE-EQ.svg,21-Feb-2024,-6.61,https://nsearchives.nseindia.com/30d/SYNGENE-EQ.svg,https://nsearchives.nseindia.com/today/SYNGENEEQN.svg,,,0,22-Mar-2024 16:00:00
CHEMPLASTS,CHEMPLASTSEQN,435.0,456.8,435.0,443.9,436.85,7.05,1.61,31583177954.37,543.25,342.05,730121,323786759.87,22-Mar-2024 15:59:22,18.28808099401749,-29.776348487063284,17.93,23-Mar-2023,https://nsearchives.nseindia.com/365d/CHEMPLASTS-EQ.svg,21-Feb-2024,-6.48,https://nsearchives.nseindia.com/30d/CHEMPLASTS-EQ.svg,https://nsearchives.nseindia.com/today/CHEMPLASTSEQN.svg,,,0,22-Mar-2024 16:00:00
CUMMINSIND,CUMMINSINDEQN,2907.0,2948.0,2872.55,2944.95,2898.25,46.7,1.61,400006668600.0,2948.0,1481.0,568710,1656248445.9,22-Mar-2024 15:52:51,0.10345997286296411,-98.8487508440243,79.75,23-Mar-2023,https://nsearchives.nseindia.com/365d/CUMMINSIND-EQ.svg,21-Feb-2024,12.38,https://nsearchives.nseindia.com/30d/CUMMINSIND-EQ.svg,https://nsearchives.nseindia.com/today/CUMMINSINDEQN.svg,,,0,22-Mar-2024 16:00:00
STYLAMIND,STYLAMINDEQN,1519.75,1545.0,1502.05,1539.9,1515.5,24.4,1.61,10700310213.54,1970.7,945.0,20359,31127282.28,22-Mar-2024 15:52:58,21.86025270208555,-62.95238095238096,52.01,23-Mar-2023,https://nsearchives.nseindia.com/365d/STYLAMIND-EQ.svg,21-Feb-2024,-4.91,https://nsearchives.nseindia.com/30d/STYLAMIND-EQ.svg,https://nsearchives.nseindia.com/today/STYLAMINDEQN.svg,,,0,22-Mar-2024 16:00:00
RELINFRA,RELINFRAEQN,277.0,286.65,272.8,275.5,271.2,4.3,1.59,72028535005.02,286.65,131.4,13000530,3626887859.4,22-Mar-2024 15:59:37,3.8897610326181677,-109.66514459665144,87.15,23-Mar-2023,https://nsearchives.nseindia.com/365d/RELINFRA-EQ.svg,21-Feb-2024,19.03,https://nsearchives.nseindia.com/30d/RELINFRA-EQ.svg,https://nsearchives.nseindia.com/today/RELINFRAEQN.svg,,,0,22-Mar-2024 16:00:00
