symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta,priority,timestamp
RATEGAIN,RATEGAINEQN,759.0,777.5,758.7,763.9,758.7,5.2,0.69,42299624406.93,921.7,314.0,152304,117050193.11999999,22-Mar-2024 15:58:30,17.120538136052954,-143.28025477707007,133.86,23-Mar-2023,https://nsearchives.nseindia.com/365d/RATEGAIN-EQ.svg,21-Feb-2024,-4.41,https://nsearchives.nseindia.com/30d/RATEGAIN-EQ.svg,https://nsearchives.nseindia.com/today/RATEGAINEQN.svg,,,0,22-Mar-2024 16:00:00
BALMLAWRIE,BALMLAWRIEEQN,227.05,231.9,224.15,229.55,228.0,1.55,0.68,14916494482.73,291.0,108.5,583650,133626667.5,22-Mar-2024 15:59:02,21.116838487972505,-111.56682027649771,105.41,23-Mar-2023,https://nsearchives.nseindia.com/365d/BALMLAWRIE-EQ.svg,21-Feb-2024,-9.24,https://nsearchives.nseindia.com/30d/BALMLAWRIE-EQ.svg,https://nsearchives.nseindia.com/today/BALMLAWRIEEQN.svg,,,0,22-Mar-2024 16:00:00
CRISIL,CRISILEQN,5001.55,5049.95,4985.1,5010.0,4976.7,33.3,0.67,120885523169.4,5250.0,3019.3,19970,100063279.60000001,22-Mar-2024 15:59:54,4.571428571428571,-65.93250091080712,60.14,23-Mar-2023,https://nsearchives.nseindia.com/365d/CRISIL-EQ.svg,21-Feb-2024,-1.14,https://nsearchives.nseindia.com/30d/CRISIL-EQ.svg,https://nsearchives.nseindia.com/today/CRISILEQN.svg,,,0,22-Mar-2024 16:00:00
AJANTPHARM,AJANTPHARMEQN,2118.0,2164.0,2106.6,2140.0,2125.9,14.1,0.66,91616230578.0,2353.95,1131.7,153571,327156908.43,22-Mar-2024 15:53:08,9.088978100639343,-89.09605018997968,75,23-Mar-2023,https://nsearchives.nseindia.com/365d/AJANTPHARM-EQ.svg,21-Feb-2024,1.86,https://nsearchives.nseindia.com/30d/AJANTPHARM-EQ.svg,https://nsearchives.nseindia.com/today/AJANTPHARMEQN.svg,,,0,22-Mar-2024 16:00:00
GNFC,GNFCEQN,622.9,632.0,621.05,625.75,621.65,4.1,0.66,52410435460.73,814.9,484.45,684961,429436298.95000005,22-Mar-2024 15:57:22,23.211436986133265,-29.167096707606568,18.79,23-Mar-2023,https://nsearchives.nseindia.com/365d/GNFC-EQ.svg,21-Feb-2024,-6.53,https://nsearchives.nseindia.com/30d/GNFC-EQ.svg,https://nsearchives.nseindia.com/today/GNFCEQN.svg,,,0,22-Mar-2024 16:00:00
GRASIM,GRASIMEQN,2200.0,2234.0,2194.45,2220.0,2205.55,14.45,0.66,818621373763.2,2270.55,1585.2,551648,1221519682.8799999,22-Mar-2024 15:56:57,2.2263328268481284,-40.045420136260404,38.46,23-Mar-2023,https://nsearchives.nseindia.com/365d/GRASIM-EQ.svg,21-Feb-2024,1.35,https://nsearchives.nseindia.com/30d/GRASIM-EQ.svg,https://nsearchives.nseindia.com/today/GRASIMEQN.svg,,,0,22-Mar-2024 16:00:00
AMBUJACEM,AMBUJACEMEQN,588.0,594.7,581.55,591.0,587.2,3.8,0.65,434201042225.43,625.0,354.3,1818091,1072273709.9799999,22-Mar-2024 15:59:57,5.44,-66.80779000846739,58.36,23-Mar-2023,https://nsearchives.nseindia.com/365d/AMBUJACEM-EQ.svg,21-Feb-2024,0.26,https://nsearchives.nseindia.com/30d/AMBUJACEM-EQ.svg,https://nsearchives.nseindia.com/today/AMBUJACEMEQN.svg,,,0,22-Mar-2024 16:00:00
GLS,GLSEQN,750.0,756.25,742.0,755.0,750.25,4.75,0.63,15726362526.2,906.0,370.0,51520,38634848.0,22-Mar-2024 15:56:42,16.666666666666668,-104.05405405405405,82.45,23-Mar-2023,https://nsearchives.nseindia.com/365d/GLS-EQ.svg,21-Feb-2024,-14.04,https://nsearchives.nseindia.com/30d/GLS-EQ.svg,https://nsearchives.nseindia.com/today/GLSEQN.svg,,,0,22-Mar-2024 16:00:00
NAZARA,NAZARAEQN,685.9,695.6,680.2,691.0,686.7,4.3,0.63,23811145201.96,989.4,486.2,155575,107486767.5,22-Mar-2024 15:58:28,30.159692743076608,-42.122583299053886,35.69,23-Mar-2023,https://nsearchives.nseindia.com/365d/NAZARA-EQ.svg,21-Feb-2024,-13.73,https://nsearchives.nseindia.com/30d/NAZARA-EQ.svg,https://nsearchives.nseindia.com/today/NAZARAEQN.svg,,,0,22-Mar-2024 16:00:00
LAOPALA,LAOPALAEQN,313.1,314.45,310.0,314.4,312.45,1.95,0.62,11865456000.0,479.75,296.0,94576,29569186.4,22-Mar-2024 15:59:00,34.465867639395526,-6.216216216216209,-6.1,23-Mar-2023,https://nsearchives.nseindia.com/365d/LAOPALA-EQ.svg,21-Feb-2024,-10.82,https://nsearchives.nseindia.com/30d/LAOPALA-EQ.svg,https://nsearchives.nseindia.com/today/LAOPALAEQN.svg,,,0,22-Mar-2024 16:00:00
NFL,NFLEQN,88.05,90.05,88.0,88.85,88.3,0.55,0.62,10896972710.0,130.5,65.05,1957546,174593527.74,22-Mar-2024 15:59:18,31.915708812260544,-36.58724058416602,18.06,23-Mar-2023,https://nsearchives.nseindia.com/365d/NFL-EQ.svg,21-Feb-2024,-14.68,https://nsearchives.nseindia.com/30d/NFL-EQ.svg,https://nsearchives.nseindia.com/today/NFLEQN.svg,,,0,22-Mar-2024 16:00:00
FORTIS,FORTISEQN,404.25,405.85,399.25,404.05,401.55,2.5,0.62,210478179392.59,469.7,245.5,248100,99857769.0,22-Mar-2024 15:58:21,13.977006599957416,-64.58248472505092,61.49,23-Mar-2023,https://nsearchives.nseindia.com/365d/FORTIS-EQ.svg,21-Feb-2024,-9.21,https://nsearchives.nseindia.com/30d/FORTIS-EQ.svg,https://nsearchives.nseindia.com/today/FORTISEQN.svg,,,0,22-Mar-2024 16:00:00
LICHSGFIN,LICHSGFINEQN,588.0,599.0,588.0,595.0,591.35,3.65,0.62,180008116750.0,671.95,315.1,1290405,768565218.0,22-Mar-2024 15:58:24,11.451744921497141,-88.82894319263724,77.63,23-Mar-2023,https://nsearchives.nseindia.com/365d/LICHSGFIN-EQ.svg,21-Feb-2024,-7.08,https://nsearchives.nseindia.com/30d/LICHSGFIN-EQ.svg,https://nsearchives.nseindia.com/today/LICHSGFINEQN.svg,,,0,22-Mar-2024 16:00:00
GLENMARK,GLENMARKEQN,943.7,954.4,940.7,952.5,946.7,5.8,0.61,142455635852.7,974.0,423.95,792841,750091013.2800001,22-Mar-2024 15:58:35,2.2073921971252566,-124.67272083972165,117.74,23-Mar-2023,https://nsearchives.nseindia.com/365d/GLENMARK-EQ.svg,21-Feb-2024,5.6,https://nsearchives.nseindia.com/30d/GLENMARK-EQ.svg,https://nsearchives.nseindia.com/today/GLENMARKEQN.svg,,,0,22-Mar-2024 16:00:00
TCI,TCIEQN,805.0,833.55,790.0,808.0,803.1,4.9,0.61,18217044376.0,1079.5,591.0,34135,27666417.5,22-Mar-2024 15:56:42,25.150532654006483,-36.71742808798646,29.56,23-Mar-2023,https://nsearchives.nseindia.com/365d/TCI-EQ.svg,21-Feb-2024,-5.06,https://nsearchives.nseindia.com/30d/TCI-EQ.svg,https://nsearchives.nseindia.com/today/TCIEQN.svg,,,0,22-Mar-2024 16:00:00
IOC,IOCEQN,165.7,167.15,163.55,165.5,164.5,1.0,0.61,607636887620.49,196.8,75.75,25141774,4168506129.2000003,22-Mar-2024 15:59:58,15.90447154471545,-118.48184818481849,109.05,23-Mar-2023,https://nsearchives.nseindia.com/365d/IOC-EQ.svg,21-Feb-2024,-9.41,https://nsearchives.nseindia.com/30d/IOC-EQ.svg,https://nsearchives.nseindia.com/today/IOCEQN.svg,,,0,22-Mar-2024 16:00:00
SUNDRMFAST,SUNDRMFASTEQN,1026.0,1047.9,1022.25,1032.1,1025.9,6.2,0.6,110605480245.27,1340.7,962.85,74105,76696451.85000001,22-Mar-2024 15:52:22,23.017826508540324,-7.192189853040441,5.79,23-Mar-2023,https://nsearchives.nseindia.com/365d/SUNDRMFAST-EQ.svg,21-Feb-2024,-6.43,https://nsearchives.nseindia.com/30d/SUNDRMFAST-EQ.svg,https://nsearchives.nseindia.com/today/SUNDRMFASTEQN.svg,,,0,22-Mar-2024 16:00:00
KIRLOSENG,KIRLOSENGEQN,859.95,874.95,848.9,860.5,855.35,5.15,0.6,71098648505.91,969.85,363.35,85628,73551026.88000001,22-Mar-2024 15:49:35,11.274939423622211,-136.82399889913304,122.66,23-Mar-2023,https://nsearchives.nseindia.com/365d/KIRLOSENG-EQ.svg,21-Feb-2024,-2.74,https://nsearchives.nseindia.com/30d/KIRLOSENG-EQ.svg,https://nsearchives.nseindia.com/today/KIRLOSENGEQN.svg,,,0,22-Mar-2024 16:00:00
PARADEEP,PARADEEPEQN,67.6,68.5,67.25,68.0,67.6,0.4,0.59,24377004433.76,85.9,48.3,1335838,91010642.94,22-Mar-2024 15:58:52,20.83818393480792,-40.78674948240166,30.49,23-Mar-2023,https://nsearchives.nseindia.com/365d/PARADEEP-EQ.svg,21-Feb-2024,-12.19,https://nsearchives.nseindia.com/30d/PARADEEP-EQ.svg,https://nsearchives.nseindia.com/today/PARADEEPEQN.svg,,,0,22-Mar-2024 16:00:00
BHEL,BHELEQN,235.0,240.35,234.55,238.6,237.2,1.4,0.59,307403517106.11,275.85,67.6,18998595,4522995511.65,22-Mar-2024 15:59:44,13.503715787565715,-252.95857988165682,221.8,23-Mar-2023,https://nsearchives.nseindia.com/365d/BHEL-EQ.svg,21-Feb-2024,7.75,https://nsearchives.nseindia.com/30d/BHEL-EQ.svg,https://nsearchives.nseindia.com/today/BHELEQN.svg,,,0,22-Mar-2024 16:00:00
RAMKY,RAMKYEQN,457.95,467.9,451.05,459.5,456.85,2.65,0.58,9538915489.35,1009.05,269.8,188203,86563969.85,22-Mar-2024 15:58:46,54.46211783360586,-70.31134173461824,61.61,23-Mar-2023,https://nsearchives.nseindia.com/365d/RAMKY-EQ.svg,21-Feb-2024,-29.36,https://nsearchives.nseindia.com/30d/RAMKY-EQ.svg,https://nsearchives.nseindia.com/today/RAMKYEQN.svg,,,0,22-Mar-2024 16:00:00
ZYDUSLIFE,ZYDUSLIFEEQN,993.0,1006.9,982.35,998.9,993.15,5.75,0.58,251281783152.75,1015.5,473.35,1181935,1174937944.8,22-Mar-2024 15:57:37,1.634662727720337,-111.02778071194675,107.29,23-Mar-2023,https://nsearchives.nseindia.com/365d/ZYDUSLIFE-EQ.svg,21-Feb-2024,11.85,https://nsearchives.nseindia.com/30d/ZYDUSLIFE-EQ.svg,https://nsearchives.nseindia.com/today/ZYDUSLIFEEQN.svg,,,0,22-Mar-2024 16:00:00
UFLEX,UFLEXEQN,421.85,426.6,421.85,424.25,421.85,2.4,0.57,9190716880.65,499.6,325.1,63618,26973395.82,22-Mar-2024 15:58:38,15.08206565252202,-30.498308212857573,16.7,23-Mar-2023,https://nsearchives.nseindia.com/365d/UFLEX-EQ.svg,21-Feb-2024,-2.11,https://nsearchives.nseindia.com/30d/UFLEX-EQ.svg,https://nsearchives.nseindia.com/today/UFLEXEQN.svg,,,0,22-Mar-2024 16:00:00
ULTRACEMCO,ULTRACEMCOEQN,9610.0,9751.8,9580.0,9654.2,9600.75,53.45,0.56,1114829341449.92,10526.0,7300.0,224511,2172363945.7799997,22-Mar-2024 15:58:55,8.282348470454107,-32.24931506849316,30.69,23-Mar-2023,https://nsearchives.nseindia.com/365d/ULTRACEMCO-EQ.svg,21-Feb-2024,-2.88,https://nsearchives.nseindia.com/30d/ULTRACEMCO-EQ.svg,https://nsearchives.nseindia.com/today/ULTRACEMCOEQN.svg,,,0,22-Mar-2024 16:00:00
MTARTECH,MTARTECHEQN,1708.5,1722.0,1697.2,1706.5,1697.2,9.3,0.55,32019657645.32,2920.35,1473.0,137699,235374408.66,22-Mar-2024 15:59:41,41.56522334651668,-15.852002715546504,3.76,23-Mar-2023,https://nsearchives.nseindia.com/365d/MTARTECH-EQ.svg,21-Feb-2024,-10.5,https://nsearchives.nseindia.com/30d/MTARTECH-EQ.svg,https://nsearchives.nseindia.com/today/MTARTECHEQN.svg,,,0,22-Mar-2024 16:00:00
SAIL,SAILEQN,127.9,132.1,126.2,129.7,129.0,0.7,0.54,187505195494.16,150.0,77.6,35650313,4625628111.75,22-Mar-2024 15:59:57,13.53333333333334,-67.13917525773195,51.43,23-Mar-2023,https://nsearchives.nseindia.com/365d/SAIL-EQ.svg,21-Feb-2024,-0.15,https://nsearchives.nseindia.com/30d/SAIL-EQ.svg,https://nsearchives.nseindia.com/today/SAILEQN.svg,,,0,22-Mar-2024 16:00:00
AWL,AWLEQN,335.0,338.05,334.05,335.5,333.7,1.8,0.54,52325060637.3,509.0,285.8,1503391,505620461.12,22-Mar-2024 15:59:45,34.086444007858546,-17.389783065080472,-20.32,23-Mar-2023,https://nsearchives.nseindia.com/365d/AWL-EQ.svg,21-Feb-2024,-6.91,https://nsearchives.nseindia.com/30d/AWL-EQ.svg,https://nsearchives.nseindia.com/today/AWLEQN.svg,,,0,22-Mar-2024 16:00:00
TIINDIA,TIINDIAEQN,3721.0,3772.05,3675.0,3727.0,3707.1,19.9,0.54,389231635646.88,4125.0,2422.0,121462,452602635.98,22-Mar-2024 15:59:42,9.648484848484848,-53.88109000825764,50.97,23-Mar-2023,https://nsearchives.nseindia.com/365d/TIINDIA-EQ.svg,21-Feb-2024,2.2,https://nsearchives.nseindia.com/30d/TIINDIA-EQ.svg,https://nsearchives.nseindia.com/today/TIINDIAEQN.svg,,,0,22-Mar-2024 16:00:00
SUZLON,SUZLONBEN,37.0,37.95,36.35,37.5,37.3,0.2,0.54,387643958286.0,50.6,6.95,17891396,670211694.16,22-Mar-2024 15:59:56,25.88932806324111,-439.56834532374097,-,-,-,21-Feb-2024,-16.54,https://nsearchives.nseindia.com/30d/SUZLON-BE.svg,https://nsearchives.nseindia.com/today/SUZLONBEN.svg,,,0,22-Mar-2024 16:00:00
LLOYDSENGG,LLOYDSENGGEQN,47.6,49.4,46.6,47.85,47.6,0.25,0.53,21856809940.02,62.9,15.67,3812967,182831767.65,22-Mar-2024 15:58:40,23.9268680445151,-205.360561582642,-,-,-,21-Feb-2024,-17.77,https://nsearchives.nseindia.com/30d/LLOYDSENGG-EQ.svg,https://nsearchives.nseindia.com/today/LLOYDSENGGEQN.svg,,,0,22-Mar-2024 16:00:00
GRANULES,GRANULESEQN,429.6,435.25,424.55,429.8,427.6,2.2,0.51,58335241516.61,480.45,267.75,526689,227024026.56,22-Mar-2024 15:49:50,10.542200020813818,-60.52287581699347,53.46,23-Mar-2023,https://nsearchives.nseindia.com/365d/GRANULES-EQ.svg,21-Feb-2024,-5.82,https://nsearchives.nseindia.com/30d/GRANULES-EQ.svg,https://nsearchives.nseindia.com/today/GRANULESEQN.svg,,,0,22-Mar-2024 16:00:00
TVSHLTD,TVSHLTDEQN,8212.0,8448.0,8037.0,8040.0,7998.85,41.15,0.51,40666529040.0,9545.0,3701.2,20063,164188168.69,22-Mar-2024 15:59:24,15.767417496071241,-117.22684534745488,-,-,-,21-Feb-2024,-12.73,https://nsearchives.nseindia.com/30d/TVSHLTD-EQ.svg,https://nsearchives.nseindia.com/today/TVSHLTDEQN.svg,,,0,22-Mar-2024 16:00:00
CSBBANK,CSBBANKEQN,342.85,349.2,342.85,344.75,343.0,1.75,0.51,28110342263.38,422.25,230.95,97333,33741457.78,22-Mar-2024 15:52:51,18.354055654233274,-49.274734791080334,41.36,23-Mar-2023,https://nsearchives.nseindia.com/365d/CSBBANK-EQ.svg,21-Feb-2024,-1.29,https://nsearchives.nseindia.com/30d/CSBBANK-EQ.svg,https://nsearchives.nseindia.com/today/CSBBANKEQN.svg,,,0,22-Mar-2024 16:00:00
ADANIENSOL,ADANIENSOLEQN,1012.05,1022.05,1005.2,1014.0,1008.9,5.1,0.51,305399586751.74,1250.0,686.0,2738168,2781704871.2,22-Mar-2024 15:57:46,18.88,-47.8134110787172,-,-,-,21-Feb-2024,-4.62,https://nsearchives.nseindia.com/30d/ADANIENSOL-EQ.svg,https://nsearchives.nseindia.com/today/ADANIENSOLEQN.svg,,,0,22-Mar-2024 16:00:00
IFCI,IFCIEQN,38.9,40.8,38.55,39.85,39.65,0.2,0.5,24802778110.14,71.8,9.0,9518928,381328255.68,22-Mar-2024 15:58:47,44.49860724233983,-342.77777777777777,296.52,23-Mar-2023,https://nsearchives.nseindia.com/365d/IFCI-EQ.svg,21-Feb-2024,-18.67,https://nsearchives.nseindia.com/30d/IFCI-EQ.svg,https://nsearchives.nseindia.com/today/IFCIEQN.svg,,,0,22-Mar-2024 16:00:00
DCBBANK,DCBBANKEQN,120.35,121.75,120.1,120.95,120.35,0.6,0.5,31771115854.42,163.45,99.3,2545402,308502722.40000004,22-Mar-2024 15:57:37,26.001835423676955,-21.80261832829809,13.22,23-Mar-2023,https://nsearchives.nseindia.com/365d/DCBBANK-EQ.svg,21-Feb-2024,-9.62,https://nsearchives.nseindia.com/30d/DCBBANK-EQ.svg,https://nsearchives.nseindia.com/today/DCBBANKEQN.svg,,,0,22-Mar-2024 16:00:00
KEI,KEIEQN,3405.1,3472.75,3367.35,3422.0,3405.1,16.9,0.5,191459844518.32,3475.0,1611.5,143188,490945831.84,22-Mar-2024 15:56:48,1.525179856115108,-112.34874340676389,107.18,23-Mar-2023,https://nsearchives.nseindia.com/365d/KEI-EQ.svg,21-Feb-2024,6.62,https://nsearchives.nseindia.com/30d/KEI-EQ.svg,https://nsearchives.nseindia.com/today/KEIEQN.svg,,,0,22-Mar-2024 16:00:00
LATENTVIEW,LATENTVIEWEQN,460.3,470.7,458.25,467.55,465.25,2.3,0.49,32731933378.62,544.8,310.45,469020,218033327.4,22-Mar-2024 15:56:52,14.179515418502193,-50.60396199065873,36.58,23-Mar-2023,https://nsearchives.nseindia.com/365d/LATENTVIEW-EQ.svg,21-Feb-2024,-6.78,https://nsearchives.nseindia.com/30d/LATENTVIEW-EQ.svg,https://nsearchives.nseindia.com/today/LATENTVIEWEQN.svg,,,0,22-Mar-2024 16:00:00
EXIDEIND,EXIDEINDEQN,305.8,308.75,303.4,307.3,305.8,1.5,0.49,138438650000.0,354.0,170.5,1029834,315108607.32,22-Mar-2024 15:59:17,13.192090395480223,-80.23460410557186,73.41,23-Mar-2023,https://nsearchives.nseindia.com/365d/EXIDEIND-EQ.svg,21-Feb-2024,-5.97,https://nsearchives.nseindia.com/30d/EXIDEIND-EQ.svg,https://nsearchives.nseindia.com/today/EXIDEINDEQN.svg,,,0,22-Mar-2024 16:00:00
M&M,M&MEQN,1865.85,1905.45,1847.25,1875.0,1865.85,9.15,0.49,1678763921850.0,1982.3,1123.4,3786990,7121396825.1,22-Mar-2024 15:59:55,5.412904202189374,-66.90404130318673,61.28,23-Mar-2023,https://nsearchives.nseindia.com/365d/M&M-EQ.svg,21-Feb-2024,1.03,https://nsearchives.nseindia.com/30d/M&M-EQ.svg,https://nsearchives.nseindia.com/today/M&MEQN.svg,,,0,22-Mar-2024 16:00:00
VGUARD,VGUARDEQN,321.0,324.95,318.15,321.5,319.95,1.55,0.48,55831149751.4,352.0,237.5,120870,38920140.0,22-Mar-2024 15:57:14,8.664772727272727,-35.36842105263158,29.51,23-Mar-2023,https://nsearchives.nseindia.com/365d/VGUARD-EQ.svg,21-Feb-2024,2.93,https://nsearchives.nseindia.com/30d/VGUARD-EQ.svg,https://nsearchives.nseindia.com/today/VGUARDEQN.svg,,,0,22-Mar-2024 16:00:00
NESTLEIND,NESTLEINDEQN,2540.2,2592.0,2537.0,2566.0,2553.65,12.35,0.48,915390090847.2,2769.3,1869.87,1013563,2597326136.9100003,22-Mar-2024 15:58:14,7.341205358754926,-37.22879130634751,-86.49,23-Mar-2023,https://nsearchives.nseindia.com/365d/NESTLEIND-EQ.svg,21-Feb-2024,1.17,https://nsearchives.nseindia.com/30d/NESTLEIND-EQ.svg,https://nsearchives.nseindia.com/today/NESTLEINDEQN.svg,,,0,22-Mar-2024 16:00:00
ZFCVINDIA,ZFCVINDIAEQN,15368.0,15398.4,15211.2,15356.3,15284.95,71.35,0.47,72817977544.8,17700.0,9883.3,2354,36073166.800000004,22-Mar-2024 15:51:47,13.24124293785311,-55.376240729311064,52.14,23-Mar-2023,https://nsearchives.nseindia.com/365d/ZFCVINDIA-EQ.svg,21-Feb-2024,6.43,https://nsearchives.nseindia.com/30d/ZFCVINDIA-EQ.svg,https://nsearchives.nseindia.com/today/ZFCVINDIAEQN.svg,,,0,22-Mar-2024 16:00:00
LICI,LICIEQN,905.0,909.0,888.5,906.0,901.8,4.2,0.47,229217916684.24,1175.0,530.05,4895634,4404259215.42,22-Mar-2024 15:59:55,22.893617021276597,-70.92727101216869,59.34,23-Mar-2023,https://nsearchives.nseindia.com/365d/LICI-EQ.svg,21-Feb-2024,-12.81,https://nsearchives.nseindia.com/30d/LICI-EQ.svg,https://nsearchives.nseindia.com/today/LICIEQN.svg,,,0,22-Mar-2024 16:00:00
ROSSARI,ROSSARIEQN,688.3,691.9,683.0,688.0,684.85,3.15,0.46,12162951874.56,903.85,558.7,77155,53141277.8,22-Mar-2024 15:58:38,23.88117497372352,-23.143010560229094,14.83,23-Mar-2023,https://nsearchives.nseindia.com/365d/ROSSARI-EQ.svg,21-Feb-2024,-10.51,https://nsearchives.nseindia.com/30d/ROSSARI-EQ.svg,https://nsearchives.nseindia.com/today/ROSSARIEQN.svg,,,0,22-Mar-2024 16:00:00
WELSPUNLIV,WELSPUNLIVEQN,142.0,146.5,140.55,142.0,141.35,0.65,0.46,38639105323.84,171.25,62.0,3496196,499431598.59999996,22-Mar-2024 15:58:41,17.080291970802918,-129.03225806451613,-,-,-,21-Feb-2024,-8.02,https://nsearchives.nseindia.com/30d/WELSPUNLIV-EQ.svg,https://nsearchives.nseindia.com/today/WELSPUNLIVEQN.svg,,,0,22-Mar-2024 16:00:00
PARAS,PARASEQN,644.85,660.9,636.0,650.0,647.05,2.95,0.46,9379514670.5,848.0,445.55,148237,96542310.99,22-Mar-2024 15:57:37,23.349056603773583,-45.88710582426215,37.48,23-Mar-2023,https://nsearchives.nseindia.com/365d/PARAS-EQ.svg,21-Feb-2024,-10.68,https://nsearchives.nseindia.com/30d/PARAS-EQ.svg,https://nsearchives.nseindia.com/today/PARASEQN.svg,,,0,22-Mar-2024 16:00:00
HNDFDS,HNDFDSEQN,485.05,489.6,482.5,486.0,483.85,2.15,0.44,13920662389.5,669.0,470.05,70413,34224238.65,22-Mar-2024 15:58:48,27.3542600896861,-3.3932560365918496,-8.81,23-Mar-2023,https://nsearchives.nseindia.com/365d/HNDFDS-EQ.svg,21-Feb-2024,-7.39,https://nsearchives.nseindia.com/30d/HNDFDS-EQ.svg,https://nsearchives.nseindia.com/today/HNDFDSEQN.svg,,,0,22-Mar-2024 16:00:00
MSTCLTD,MSTCLTDEQN,853.7,869.2,847.25,859.05,855.3,3.75,0.44,21166992000.0,1165.0,239.0,194380,166956869.6,22-Mar-2024 15:57:50,26.2618025751073,-259.4351464435146,231.97,23-Mar-2023,https://nsearchives.nseindia.com/365d/MSTCLTD-EQ.svg,21-Feb-2024,-8.69,https://nsearchives.nseindia.com/30d/MSTCLTD-EQ.svg,https://nsearchives.nseindia.com/today/MSTCLTDEQN.svg,,,0,22-Mar-2024 16:00:00
RUPA,RUPAEQN,243.8,248.6,243.35,243.35,242.3,1.05,0.43,5225121452.52,308.65,197.2,263087,64693093.300000004,22-Mar-2024 15:55:52,21.156649927101892,-23.402636916835707,13.04,23-Mar-2023,https://nsearchives.nseindia.com/365d/RUPA-EQ.svg,21-Feb-2024,-13.34,https://nsearchives.nseindia.com/30d/RUPA-EQ.svg,https://nsearchives.nseindia.com/today/RUPAEQN.svg,,,0,22-Mar-2024 16:00:00
MAHLIFE,MAHLIFEEQN,550.0,564.1,545.0,546.0,543.65,2.35,0.43,40617516925.44,632.8,316.0,958405,528023650.70000005,22-Mar-2024 15:58:58,13.716814159292031,-72.78481012658227,60.36,23-Mar-2023,https://nsearchives.nseindia.com/365d/MAHLIFE-EQ.svg,21-Feb-2024,-9.12,https://nsearchives.nseindia.com/30d/MAHLIFE-EQ.svg,https://nsearchives.nseindia.com/today/MAHLIFEEQN.svg,,,0,22-Mar-2024 16:00:00
CENTURYPLY,CENTURYPLYEQN,637.0,650.0,633.1,640.15,637.4,2.75,0.43,38400490678.1,849.5,436.0,103437,66415863.330000006,22-Mar-2024 15:58:43,24.643908181283113,-46.823394495412835,34.21,23-Mar-2023,https://nsearchives.nseindia.com/365d/CENTURYPLY-EQ.svg,21-Feb-2024,-11.33,https://nsearchives.nseindia.com/30d/CENTURYPLY-EQ.svg,https://nsearchives.nseindia.com/today/CENTURYPLYEQN.svg,,,0,22-Mar-2024 16:00:00
SAPPHIRE,SAPPHIREEQN,1590.0,1680.0,1573.5,1590.0,1583.2,6.8,0.43,57735312220.8,1680.0,1137.6,751630,1220391565.8,22-Mar-2024 15:59:32,5.357142857142857,-39.76793248945149,33.66,23-Mar-2023,https://nsearchives.nseindia.com/365d/SAPPHIRE-EQ.svg,21-Feb-2024,9.63,https://nsearchives.nseindia.com/30d/SAPPHIRE-EQ.svg,https://nsearchives.nseindia.com/today/SAPPHIREEQN.svg,,,0,22-Mar-2024 16:00:00
KANSAINER,KANSAINEREQN,269.0,272.2,267.4,269.0,267.85,1.15,0.43,54363526755.0,357.3,249.1,321871,86715266.11000001,22-Mar-2024 15:59:21,24.71312622446124,-7.988759534323567,-30.17,23-Mar-2023,https://nsearchives.nseindia.com/365d/KANSAINER-EQ.svg,21-Feb-2024,-12.72,https://nsearchives.nseindia.com/30d/KANSAINER-EQ.svg,https://nsearchives.nseindia.com/today/KANSAINEREQN.svg,,,0,22-Mar-2024 16:00:00
NAM-INDIA,NAM-INDIAEQN,449.05,455.1,444.25,447.95,446.05,1.9,0.43,73374062086.91,542.85,196.9,504860,227141562.60000002,22-Mar-2024 15:58:00,17.48180897117068,-127.50126968004062,115.03,23-Mar-2023,https://nsearchives.nseindia.com/365d/NAM-INDIA-EQ.svg,21-Feb-2024,-11.12,https://nsearchives.nseindia.com/30d/NAM-INDIA-EQ.svg,https://nsearchives.nseindia.com/today/NAM-INDIAEQN.svg,,,0,22-Mar-2024 16:00:00
J&KBANK,J&KBANKEQN,130.15,132.5,130.0,130.6,130.05,0.55,0.42,48896906087.05,152.5,44.55,2335360,306679475.2,22-Mar-2024 15:59:53,14.36065573770492,-193.1537598204265,167.62,23-Mar-2023,https://nsearchives.nseindia.com/365d/J&KBANK-EQ.svg,21-Feb-2024,-6.31,https://nsearchives.nseindia.com/30d/J&KBANK-EQ.svg,https://nsearchives.nseindia.com/today/J&KBANKEQN.svg,,,0,22-Mar-2024 16:00:00
RAILTEL,RAILTELEQN,358.0,365.8,356.15,359.55,358.05,1.5,0.42,31156219143.95,491.45,96.25,2689947,971339861.7,22-Mar-2024 15:59:54,26.838945976192896,-273.5584415584416,257.57,23-Mar-2023,https://nsearchives.nseindia.com/365d/RAILTEL-EQ.svg,21-Feb-2024,-4.14,https://nsearchives.nseindia.com/30d/RAILTEL-EQ.svg,https://nsearchives.nseindia.com/today/RAILTELEQN.svg,,,0,22-Mar-2024 16:00:00
