symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta,priority,timestamp
AVALON,AVALONEQN,519.9,521.45,509.3,517.9,518.1,-0.2,-0.04,12593278863.92,732.1,348.0,217195,111772890.9,04-Apr-2024 14:07:08,29.258298046714934,-48.82183908045976,-,-,-,04-Mar-2024,-1.54,https://nsearchives.nseindia.com/30d/AVALON-EQ.svg,https://nsearchives.nseindia.com/today/AVALONEQN.svg,,,0,04-Apr-2024 14:06:48
CAMS,CAMSEQN,3149.35,3184.0,3120.05,3147.75,3149.0,-1.25,-0.04,143861935133.99,3242.0,2026.2,258027,813280461.84,04-Apr-2024 14:07:16,2.90715607649599,-55.35238377257921,49.18,03-Apr-2023,https://nsearchives.nseindia.com/365d/CAMS-EQ.svg,04-Mar-2024,3.45,https://nsearchives.nseindia.com/30d/CAMS-EQ.svg,https://nsearchives.nseindia.com/today/CAMSEQN.svg,,,0,04-Apr-2024 14:06:48
CENTURYTEX,CENTURYTEXEQN,1686.45,1695.0,1654.0,1674.0,1674.95,-0.95,-0.06,87879927110.4,1725.3,641.0,137633,230277901.29000002,04-Apr-2024 14:07:13,2.9733959311424076,-161.15444617784712,155.25,03-Apr-2023,https://nsearchives.nseindia.com/365d/CENTURYTEX-EQ.svg,04-Mar-2024,14.83,https://nsearchives.nseindia.com/30d/CENTURYTEX-EQ.svg,https://nsearchives.nseindia.com/today/CENTURYTEXEQN.svg,,,0,04-Apr-2024 14:06:48
MOTILALOFS,MOTILALOFSEQN,1844.4,1850.0,1792.8,1824.15,1825.2,-1.05,-0.06,64884330822.2,1938.25,582.7,68098,124207347.10000001,04-Apr-2024 14:07:16,5.886753514768472,-213.0513128539557,190.66,03-Apr-2023,https://nsearchives.nseindia.com/365d/MOTILALOFS-EQ.svg,04-Mar-2024,6.19,https://nsearchives.nseindia.com/30d/MOTILALOFS-EQ.svg,https://nsearchives.nseindia.com/today/MOTILALOFSEQN.svg,,,0,04-Apr-2024 14:06:48
POLICYBZR,POLICYBZREQN,1199.0,1206.9,1181.7,1190.0,1190.7,-0.7,-0.06,359744521847.2,1210.95,566.3,1356629,1615935067.0600002,04-Apr-2024 14:07:13,1.7300466575828932,-110.13597033374539,91.22,03-Apr-2023,https://nsearchives.nseindia.com/365d/POLICYBZR-EQ.svg,04-Mar-2024,7.66,https://nsearchives.nseindia.com/30d/POLICYBZR-EQ.svg,https://nsearchives.nseindia.com/today/POLICYBZREQN.svg,,,0,04-Apr-2024 14:06:48
KRSNAA,KRSNAAEQN,637.55,642.0,627.65,634.0,634.4,-0.4,-0.06,11464157455.52,767.9,448.6,46456,29492127.040000003,04-Apr-2024 14:07:13,17.43716629769501,-41.3285777975925,28.19,03-Apr-2023,https://nsearchives.nseindia.com/365d/KRSNAA-EQ.svg,04-Mar-2024,-4.81,https://nsearchives.nseindia.com/30d/KRSNAA-EQ.svg,https://nsearchives.nseindia.com/today/KRSNAAEQN.svg,,,0,04-Apr-2024 14:06:48
JSWINFRA,JSWINFRAEQN,253.0,257.0,250.0,250.9,251.1,-0.2,-0.08,63252047198.04,276.2,142.2,4782629,1212109493.76,04-Apr-2024 14:07:17,9.160028964518458,-76.44163150492267,-,-,-,04-Mar-2024,-3.63,https://nsearchives.nseindia.com/30d/JSWINFRA-EQ.svg,https://nsearchives.nseindia.com/today/JSWINFRAEQN.svg,,,0,04-Apr-2024 14:06:48
ORISSAMINE,ORISSAMINEEQN,6370.0,6429.0,6280.0,6354.45,6360.0,-5.55,-0.09,19108950000.0,8344.0,2456.05,4937,31334546.560000002,04-Apr-2024 14:07:17,23.844079578139983,-158.72641029295002,159.62,03-Apr-2023,https://nsearchives.nseindia.com/365d/ORISSAMINE-EQ.svg,04-Mar-2024,-4.95,https://nsearchives.nseindia.com/30d/ORISSAMINE-EQ.svg,https://nsearchives.nseindia.com/today/ORISSAMINEEQN.svg,,,0,04-Apr-2024 14:06:48
PIDILITIND,PIDILITINDEQN,3011.55,3024.5,2994.1,3000.0,3002.9,-2.9,-0.1,457595823198.0,3074.0,2292.55,188016,565140372.96,04-Apr-2024 14:07:17,2.4072869225764477,-30.858650847309754,29.01,03-Apr-2023,https://nsearchives.nseindia.com/365d/PIDILITIND-EQ.svg,04-Mar-2024,11.13,https://nsearchives.nseindia.com/30d/PIDILITIND-EQ.svg,https://nsearchives.nseindia.com/today/PIDILITINDEQN.svg,,,0,04-Apr-2024 14:06:48
WESTLIFE,WESTLIFEEQN,813.4,816.45,803.25,808.35,809.15,-0.8,-0.1,54063513872.9,1024.95,675.0,108318,87634677.89999999,04-Apr-2024 14:07:16,21.132738182350362,-19.75555555555556,17.23,03-Apr-2023,https://nsearchives.nseindia.com/365d/WESTLIFE-EQ.svg,04-Mar-2024,9.93,https://nsearchives.nseindia.com/30d/WESTLIFE-EQ.svg,https://nsearchives.nseindia.com/today/WESTLIFEEQN.svg,,,0,04-Apr-2024 14:06:48
RELIANCE,RELIANCEEQN,2959.5,2959.5,2900.0,2940.2,2943.2,-3.0,-0.1,9947764374030.73,3024.9,2220.3,5519099,16130891411.259998,04-Apr-2024 14:07:17,2.8000925650434816,-32.42354636760796,26.24,03-Apr-2023,https://nsearchives.nseindia.com/365d/RELIANCE-EQ.svg,04-Mar-2024,-2.37,https://nsearchives.nseindia.com/30d/RELIANCE-EQ.svg,https://nsearchives.nseindia.com/today/RELIANCEEQN.svg,,,0,04-Apr-2024 14:06:48
DHANUKA,DHANUKAEQN,1098.0,1104.6,1067.0,1087.5,1088.65,-1.15,-0.11,14381533674.18,1298.0,609.05,12053,13053881.12,04-Apr-2024 14:07:15,16.217257318952235,-78.55676873819885,78.5,03-Apr-2023,https://nsearchives.nseindia.com/365d/DHANUKA-EQ.svg,04-Mar-2024,4.85,https://nsearchives.nseindia.com/30d/DHANUKA-EQ.svg,https://nsearchives.nseindia.com/today/DHANUKAEQN.svg,,,0,04-Apr-2024 14:06:48
BSOFT,BSOFTEQN,789.9,789.9,769.05,776.2,777.05,-0.85,-0.11,126432870677.67,861.85,251.9,838400,650321728.0,04-Apr-2024 14:07:17,9.937924232755117,-208.13815005954746,191.36,03-Apr-2023,https://nsearchives.nseindia.com/365d/BSOFT-EQ.svg,04-Mar-2024,-0.84,https://nsearchives.nseindia.com/30d/BSOFT-EQ.svg,https://nsearchives.nseindia.com/today/BSOFTEQN.svg,,,0,04-Apr-2024 14:06:48
PRSMJOHNSN,PRSMJOHNSNEQN,184.9,184.9,181.0,182.55,182.75,-0.2,-0.11,22095340435.68,199.0,108.55,623306,113497789.54,04-Apr-2024 14:07:13,8.26633165829145,-68.17134960847538,66.59,03-Apr-2023,https://nsearchives.nseindia.com/365d/PRSMJOHNSN-EQ.svg,04-Mar-2024,6.97,https://nsearchives.nseindia.com/30d/PRSMJOHNSN-EQ.svg,https://nsearchives.nseindia.com/today/PRSMJOHNSNEQN.svg,,,0,04-Apr-2024 14:06:48
PEL,PELEQN,864.0,869.75,855.5,858.0,858.95,-0.95,-0.11,102121895821.65,1139.95,677.35,968236,835703856.32,04-Apr-2024 14:07:18,24.733540944778284,-26.670111463792715,25.51,03-Apr-2023,https://nsearchives.nseindia.com/365d/PEL-EQ.svg,04-Mar-2024,-11.16,https://nsearchives.nseindia.com/30d/PEL-EQ.svg,https://nsearchives.nseindia.com/today/PELEQN.svg,,,0,04-Apr-2024 14:06:48
VSTTILLERS,VSTTILLERSEQN,3333.95,3357.45,3290.1,3292.65,3296.4,-3.75,-0.11,12516274283.22,4196.0,2347.55,4015,13285635.0,04-Apr-2024 14:07:13,21.528836987607242,-40.25899341867052,38.84,03-Apr-2023,https://nsearchives.nseindia.com/365d/VSTTILLERS-EQ.svg,04-Mar-2024,2.53,https://nsearchives.nseindia.com/30d/VSTTILLERS-EQ.svg,https://nsearchives.nseindia.com/today/VSTTILLERSEQN.svg,,,0,04-Apr-2024 14:06:48
SONATSOFTW,SONATSOFTWEQN,750.15,752.65,738.25,745.2,746.05,-0.85,-0.11,144152376664.8,870.0,394.48,489181,364190362.69,04-Apr-2024 14:07:14,14.344827586206893,-88.90691543297505,-13.15,03-Apr-2023,https://nsearchives.nseindia.com/365d/SONATSOFTW-EQ.svg,04-Mar-2024,-8.67,https://nsearchives.nseindia.com/30d/SONATSOFTW-EQ.svg,https://nsearchives.nseindia.com/today/SONATSOFTWEQN.svg,,,0,04-Apr-2024 14:06:48
ICICIBANK,ICICIBANKEQN,1084.75,1085.8,1063.45,1075.95,1077.2,-1.25,-0.12,7565513304986.05,1113.55,864.4,15094248,16196580931.44,04-Apr-2024 14:07:18,3.3765883884872623,-24.47362332253587,21.88,03-Apr-2023,https://nsearchives.nseindia.com/365d/ICICIBANK-EQ.svg,04-Mar-2024,-1.39,https://nsearchives.nseindia.com/30d/ICICIBANK-EQ.svg,https://nsearchives.nseindia.com/today/ICICIBANKEQN.svg,,,0,04-Apr-2024 14:06:48
SBICARD,SBICARDEQN,702.8,702.8,693.05,694.35,695.2,-0.85,-0.12,204650327225.84,933.0,678.9,811806,565284871.98,04-Apr-2024 14:07:17,25.57877813504823,-2.275740167918699,-6.97,03-Apr-2023,https://nsearchives.nseindia.com/365d/SBICARD-EQ.svg,04-Mar-2024,-3.03,https://nsearchives.nseindia.com/30d/SBICARD-EQ.svg,https://nsearchives.nseindia.com/today/SBICARDEQN.svg,,,0,04-Apr-2024 14:06:48
CROMPTON,CROMPTONEQN,282.0,282.9,278.5,280.45,280.8,-0.35,-0.12,180230730864.75,327.95,251.0,1174751,329858333.29,04-Apr-2024 14:07:15,14.483915230980333,-11.733067729083661,-6.21,03-Apr-2023,https://nsearchives.nseindia.com/365d/CROMPTON-EQ.svg,04-Mar-2024,-6.21,https://nsearchives.nseindia.com/30d/CROMPTON-EQ.svg,https://nsearchives.nseindia.com/today/CROMPTONEQN.svg,,,0,04-Apr-2024 14:06:48
KSB,KSBEQN,3965.0,3996.9,3923.35,3930.35,3935.35,-5.0,-0.13,40972661250.84,4215.65,2013.35,8536,33797779.84,04-Apr-2024 14:07:12,6.7676396285270295,-95.21444358904314,80.3,03-Apr-2023,https://nsearchives.nseindia.com/365d/KSB-EQ.svg,04-Mar-2024,4.45,https://nsearchives.nseindia.com/30d/KSB-EQ.svg,https://nsearchives.nseindia.com/today/KSBEQN.svg,,,0,04-Apr-2024 14:06:48
HDFCLIFE,HDFCLIFEEQN,625.0,626.5,618.1,623.3,624.1,-0.8,-0.13,657040298698.18,710.6,503.7,3181233,1978154304.0600002,04-Apr-2024 14:07:16,12.285392625949912,-23.744292237442917,23.9,03-Apr-2023,https://nsearchives.nseindia.com/365d/HDFCLIFE-EQ.svg,04-Mar-2024,2.26,https://nsearchives.nseindia.com/30d/HDFCLIFE-EQ.svg,https://nsearchives.nseindia.com/today/HDFCLIFEEQN.svg,,,0,04-Apr-2024 14:06:48
RELIGARE,RELIGAREEQN,230.0,230.5,225.95,229.2,229.5,-0.3,-0.13,72565033553.04,280.6,142.95,390260,89287585.39999999,04-Apr-2024 14:07:17,18.317890235210275,-60.33578174186779,51.59,03-Apr-2023,https://nsearchives.nseindia.com/365d/RELIGARE-EQ.svg,04-Mar-2024,-1.94,https://nsearchives.nseindia.com/30d/RELIGARE-EQ.svg,https://nsearchives.nseindia.com/today/RELIGAREEQN.svg,,,0,04-Apr-2024 14:06:48
VARROC,VARROCEQN,556.7,557.1,542.9,550.85,551.6,-0.75,-0.14,21027228300.0,632.0,251.65,188970,103795551.89999999,04-Apr-2024 14:07:08,12.84018987341772,-118.89529107887941,115.38,03-Apr-2023,https://nsearchives.nseindia.com/365d/VARROC-EQ.svg,04-Mar-2024,6.74,https://nsearchives.nseindia.com/30d/VARROC-EQ.svg,https://nsearchives.nseindia.com/today/VARROCEQN.svg,,,0,04-Apr-2024 14:06:48
COROMANDEL,COROMANDELEQN,1145.0,1154.0,1131.55,1143.05,1144.8,-1.75,-0.15,134631103145.56,1271.55,874.1,215869,246649760.70999998,04-Apr-2024 14:07:16,10.105776414612087,-30.768790756206375,30.02,03-Apr-2023,https://nsearchives.nseindia.com/365d/COROMANDEL-EQ.svg,04-Mar-2024,4.81,https://nsearchives.nseindia.com/30d/COROMANDEL-EQ.svg,https://nsearchives.nseindia.com/today/COROMANDELEQN.svg,,,0,04-Apr-2024 14:06:48
ISEC,ISECEQN,728.0,728.0,709.05,718.0,719.1,-1.1,-0.15,57981908130.94,866.45,428.05,430393,307842897.18,04-Apr-2024 14:07:17,17.13312943620521,-67.73741385352179,64.23,03-Apr-2023,https://nsearchives.nseindia.com/365d/ISEC-EQ.svg,04-Mar-2024,-13.85,https://nsearchives.nseindia.com/30d/ISEC-EQ.svg,https://nsearchives.nseindia.com/today/ISECEQN.svg,,,0,04-Apr-2024 14:06:48
CGPOWER,CGPOWEREQN,514.0,520.85,505.55,509.55,510.35,-0.8,-0.16,327347218423.76,556.4,286.8,2624977,1345563210.2,04-Apr-2024 14:07:16,8.420201294033063,-77.6673640167364,72.01,03-Apr-2023,https://nsearchives.nseindia.com/365d/CGPOWER-EQ.svg,04-Mar-2024,8.81,https://nsearchives.nseindia.com/30d/CGPOWER-EQ.svg,https://nsearchives.nseindia.com/today/CGPOWEREQN.svg,,,0,04-Apr-2024 14:06:48
ADANIENT,ADANIENTEQN,3250.0,3273.0,3201.7,3228.3,3233.45,-5.15,-0.16,847680323551.5,3350.0,1671.55,1095383,3548526089.9900002,04-Apr-2024 14:07:18,3.632835820895517,-93.13212287996173,88.27,03-Apr-2023,https://nsearchives.nseindia.com/365d/ADANIENT-EQ.svg,04-Mar-2024,-2.52,https://nsearchives.nseindia.com/30d/ADANIENT-EQ.svg,https://nsearchives.nseindia.com/today/ADANIENTEQN.svg,,,0,04-Apr-2024 14:06:48
GUFICBIO,GUFICBIOEQN,307.0,309.7,300.0,304.55,305.05,-0.5,-0.16,7024088324.03,364.9,184.35,87448,26638409.76,04-Apr-2024 14:07:13,16.538777747328027,-65.20206129644698,58.76,03-Apr-2023,https://nsearchives.nseindia.com/365d/GUFICBIO-EQ.svg,04-Mar-2024,-4.06,https://nsearchives.nseindia.com/30d/GUFICBIO-EQ.svg,https://nsearchives.nseindia.com/today/GUFICBIOEQN.svg,,,0,04-Apr-2024 14:06:48
LANDMARK,LANDMARKEQN,799.95,799.95,780.0,791.05,792.35,-1.3,-0.16,15660394611.94,905.0,535.85,44009,34780312.699999996,04-Apr-2024 14:06:57,12.59116022099448,-47.62526826537275,45.67,03-Apr-2023,https://nsearchives.nseindia.com/365d/LANDMARK-EQ.svg,04-Mar-2024,5.53,https://nsearchives.nseindia.com/30d/LANDMARK-EQ.svg,https://nsearchives.nseindia.com/today/LANDMARKEQN.svg,,,0,04-Apr-2024 14:06:48
UFLEX,UFLEXEQN,453.1,456.45,447.0,450.45,451.2,-0.75,-0.17,9758299160.61,499.6,341.05,48515,21863284.75,04-Apr-2024 14:07:13,9.837870296236996,-32.077408004691385,32.73,03-Apr-2023,https://nsearchives.nseindia.com/365d/UFLEX-EQ.svg,04-Mar-2024,5.77,https://nsearchives.nseindia.com/30d/UFLEX-EQ.svg,https://nsearchives.nseindia.com/today/UFLEXEQN.svg,,,0,04-Apr-2024 14:06:48
JLHL,JLHLEQN,1203.05,1203.05,1188.9,1193.85,1195.85,-2.0,-0.17,14089679165.65,1653.95,970.0,6381,7630208.37,04-Apr-2024 14:07:16,27.818253272468947,-23.077319587628857,-,-,-,04-Mar-2024,-6.89,https://nsearchives.nseindia.com/30d/JLHL-EQ.svg,https://nsearchives.nseindia.com/today/JLHLEQN.svg,,,0,04-Apr-2024 14:06:48
TATATECH,TATATECHEQN,1142.95,1147.75,1116.15,1132.2,1134.15,-1.95,-0.17,73490910894.8,1400.0,1020.0,2033573,2302146986.1099997,04-Apr-2024 14:07:18,19.128571428571426,-11.000000000000004,-,-,-,04-Mar-2024,5.71,https://nsearchives.nseindia.com/30d/TATATECH-EQ.svg,https://nsearchives.nseindia.com/today/TATATECHEQN.svg,,,0,04-Apr-2024 14:06:48
WHIRLPOOL,WHIRLPOOLEQN,1356.0,1356.25,1325.3,1340.6,1343.0,-2.4,-0.18,42521093824.5,1733.0,1186.1,175187,234316116.24,04-Apr-2024 14:07:17,22.642815926139647,-13.025883146446338,1.22,03-Apr-2023,https://nsearchives.nseindia.com/365d/WHIRLPOOL-EQ.svg,04-Mar-2024,8.03,https://nsearchives.nseindia.com/30d/WHIRLPOOL-EQ.svg,https://nsearchives.nseindia.com/today/WHIRLPOOLEQN.svg,,,0,04-Apr-2024 14:06:48
MANAPPURAM,MANAPPURAMEQN,196.5,202.45,193.65,193.7,194.05,-0.35,-0.18,105093335952.64,202.45,102.0,16995675,3364803736.5,04-Apr-2024 14:07:17,4.32205482835268,-89.9019607843137,54.87,03-Apr-2023,https://nsearchives.nseindia.com/365d/MANAPPURAM-EQ.svg,04-Mar-2024,5.49,https://nsearchives.nseindia.com/30d/MANAPPURAM-EQ.svg,https://nsearchives.nseindia.com/today/MANAPPURAMEQN.svg,,,0,04-Apr-2024 14:06:48
CLEAN,CLEANEQN,1350.0,1359.4,1334.25,1340.7,1343.15,-2.45,-0.18,29910470386.02,1622.0,1277.2,61550,82657341.5,04-Apr-2024 14:07:17,17.342786683107274,-4.9718133416849355,1.52,03-Apr-2023,https://nsearchives.nseindia.com/365d/CLEAN-EQ.svg,04-Mar-2024,-3.36,https://nsearchives.nseindia.com/30d/CLEAN-EQ.svg,https://nsearchives.nseindia.com/today/CLEANEQN.svg,,,0,04-Apr-2024 14:06:48
TATASTEEL,TATASTEELEQN,165.55,165.95,161.0,163.35,163.65,-0.3,-0.18,1346273504229.32,166.25,103.2,46494542,7587444308.98,04-Apr-2024 14:07:18,1.7443609022556426,-58.284883720930225,57.2,03-Apr-2023,https://nsearchives.nseindia.com/365d/TATASTEEL-EQ.svg,04-Mar-2024,6.89,https://nsearchives.nseindia.com/30d/TATASTEEL-EQ.svg,https://nsearchives.nseindia.com/today/TATASTEELEQN.svg,,,0,04-Apr-2024 14:06:48
BOSCHLTD,BOSCHLTDEQN,30815.65,31145.1,30629.25,30758.9,30815.65,-56.75,-0.18,263081381207.04,31150.0,17931.15,15481,477672911.83,04-Apr-2024 14:07:16,1.2555377207062555,-71.53891412430323,58.56,03-Apr-2023,https://nsearchives.nseindia.com/365d/BOSCHLTD-EQ.svg,04-Mar-2024,5.12,https://nsearchives.nseindia.com/30d/BOSCHLTD-EQ.svg,https://nsearchives.nseindia.com/today/BOSCHLTDEQN.svg,,,0,04-Apr-2024 14:06:48
MEDPLUS,MEDPLUSEQN,693.1,695.45,687.0,689.3,690.6,-1.3,-0.19,32941993232.16,978.0,598.6,30746,21218122.06,04-Apr-2024 14:07:13,29.519427402862988,-15.152021383227519,8.5,03-Apr-2023,https://nsearchives.nseindia.com/365d/MEDPLUS-EQ.svg,04-Mar-2024,-0.89,https://nsearchives.nseindia.com/30d/MEDPLUS-EQ.svg,https://nsearchives.nseindia.com/today/MEDPLUSEQN.svg,,,0,04-Apr-2024 14:06:48
FIEMIND,FIEMINDEQN,1140.0,1157.85,1132.5,1136.95,1139.25,-2.3,-0.2,9861502848.12,1299.0,770.03,19215,21925083.599999998,04-Apr-2024 14:07:14,12.474980754426479,-47.6500915548745,-28.66,03-Apr-2023,https://nsearchives.nseindia.com/365d/FIEMIND-EQ.svg,04-Mar-2024,-3.95,https://nsearchives.nseindia.com/30d/FIEMIND-EQ.svg,https://nsearchives.nseindia.com/today/FIEMINDEQN.svg,,,0,04-Apr-2024 14:06:48
HFCL,HFCLEQN,99.45,101.0,96.85,98.4,98.6,-0.2,-0.2,87330632142.78,117.8,60.35,12165113,1204346187.0,04-Apr-2024 14:07:15,16.468590831918497,-63.048881524440766,60.85,03-Apr-2023,https://nsearchives.nseindia.com/365d/HFCL-EQ.svg,04-Mar-2024,-10.81,https://nsearchives.nseindia.com/30d/HFCL-EQ.svg,https://nsearchives.nseindia.com/today/HFCLEQN.svg,,,0,04-Apr-2024 14:06:48
NAVINFLUOR,NAVINFLUOREQN,3170.0,3173.95,3127.5,3139.0,3145.55,-6.55,-0.21,108766603310.4,4950.0,2899.25,50168,157755282.72,04-Apr-2024 14:07:17,36.58585858585859,-8.269380012072087,-25.71,03-Apr-2023,https://nsearchives.nseindia.com/365d/NAVINFLUOR-EQ.svg,04-Mar-2024,3.13,https://nsearchives.nseindia.com/30d/NAVINFLUOR-EQ.svg,https://nsearchives.nseindia.com/today/NAVINFLUOREQN.svg,,,0,04-Apr-2024 14:06:48
KARURVYSYA,KARURVYSYAEQN,190.5,194.8,188.35,188.5,188.9,-0.4,-0.21,147399086522.63,204.9,93.0,2612515,501759630.9,04-Apr-2024 14:07:12,8.003904343582237,-102.68817204301075,89.18,03-Apr-2023,https://nsearchives.nseindia.com/365d/KARURVYSYA-EQ.svg,04-Mar-2024,1.04,https://nsearchives.nseindia.com/30d/KARURVYSYA-EQ.svg,https://nsearchives.nseindia.com/today/KARURVYSYAEQN.svg,,,0,04-Apr-2024 14:06:48
AMIORG,AMIORGEQN,1179.8,1185.0,1140.0,1157.0,1159.5,-2.5,-0.22,23042237526.36,1388.95,911.4,59615,68967997.35000001,04-Apr-2024 14:07:17,16.699665214730555,-26.947553214834326,26.07,03-Apr-2023,https://nsearchives.nseindia.com/365d/AMIORG-EQ.svg,04-Mar-2024,-1.41,https://nsearchives.nseindia.com/30d/AMIORG-EQ.svg,https://nsearchives.nseindia.com/today/AMIORGEQN.svg,,,0,04-Apr-2024 14:06:48
M&MFIN,M&MFINEQN,297.55,298.3,291.95,294.75,295.4,-0.65,-0.22,174654509491.2,346.55,236.5,736462,217020622.16,04-Apr-2024 14:07:15,14.947338046457945,-24.63002114164905,24.12,03-Apr-2023,https://nsearchives.nseindia.com/365d/M&MFIN-EQ.svg,04-Mar-2024,2.75,https://nsearchives.nseindia.com/30d/M&MFIN-EQ.svg,https://nsearchives.nseindia.com/today/M&MFINEQN.svg,,,0,04-Apr-2024 14:06:48
PRESTIGE,PRESTIGEEQN,1299.95,1304.0,1262.45,1298.65,1301.55,-2.9,-0.22,182392052570.0,1440.0,409.05,475766,612087231.98,04-Apr-2024 14:07:17,9.815972222222216,-217.47952573035084,215.87,03-Apr-2023,https://nsearchives.nseindia.com/365d/PRESTIGE-EQ.svg,04-Mar-2024,10.3,https://nsearchives.nseindia.com/30d/PRESTIGE-EQ.svg,https://nsearchives.nseindia.com/today/PRESTIGEEQN.svg,,,0,04-Apr-2024 14:06:48
ITC,ITCEQN,425.55,427.35,419.9,424.25,425.2,-0.95,-0.22,3763719043277.95,499.7,378.9,14712464,6227491761.919999,04-Apr-2024 14:07:17,15.099059435661395,-11.9688572182634,12.22,03-Apr-2023,https://nsearchives.nseindia.com/365d/ITC-EQ.svg,04-Mar-2024,3.94,https://nsearchives.nseindia.com/30d/ITC-EQ.svg,https://nsearchives.nseindia.com/today/ITCEQN.svg,,,0,04-Apr-2024 14:06:48
SUNTV,SUNTVEQN,628.0,628.0,614.95,619.5,620.9,-1.4,-0.23,51280852304.43,734.9,414.0,497647,309436904.59999996,04-Apr-2024 14:07:17,15.702816709756428,-49.63768115942029,48.22,03-Apr-2023,https://nsearchives.nseindia.com/365d/SUNTV-EQ.svg,04-Mar-2024,-2.84,https://nsearchives.nseindia.com/30d/SUNTV-EQ.svg,https://nsearchives.nseindia.com/today/SUNTVEQN.svg,,,0,04-Apr-2024 14:06:48
GATEWAY,GATEWAYEQN,111.1,112.45,109.0,110.4,110.65,-0.25,-0.23,37458298384.92,121.55,60.15,691913,76636283.88000001,04-Apr-2024 14:07:18,9.173179761415048,-83.5411471321696,72.76,03-Apr-2023,https://nsearchives.nseindia.com/365d/GATEWAY-EQ.svg,04-Mar-2024,3.75,https://nsearchives.nseindia.com/30d/GATEWAY-EQ.svg,https://nsearchives.nseindia.com/today/GATEWAYEQN.svg,,,0,04-Apr-2024 14:06:48
GSPL,GSPLEQN,367.25,373.65,366.2,366.4,367.25,-0.85,-0.23,106049452338.65,406.75,254.5,771917,286103316.88,04-Apr-2024 14:07:14,9.920098340504001,-43.968565815324155,39.9,03-Apr-2023,https://nsearchives.nseindia.com/365d/GSPL-EQ.svg,04-Mar-2024,-1.4,https://nsearchives.nseindia.com/30d/GSPL-EQ.svg,https://nsearchives.nseindia.com/today/GSPLEQN.svg,,,0,04-Apr-2024 14:06:48
TEXRAIL,TEXRAILEQN,172.4,174.25,170.0,171.3,171.7,-0.4,-0.23,34184414368.65,231.8,44.6,1120577,192672009.38,04-Apr-2024 14:07:12,26.100086281276962,-284.0807174887893,286.28,03-Apr-2023,https://nsearchives.nseindia.com/365d/TEXRAIL-EQ.svg,04-Mar-2024,-8.26,https://nsearchives.nseindia.com/30d/TEXRAIL-EQ.svg,https://nsearchives.nseindia.com/today/TEXRAILEQN.svg,,,0,04-Apr-2024 14:06:48
IRB,IRBEQN,64.0,65.3,62.5,63.35,63.5,-0.15,-0.24,91961892000.0,72.0,24.95,11648847,743079950.13,04-Apr-2024 14:07:14,12.013888888888888,-153.90781563126254,154,03-Apr-2023,https://nsearchives.nseindia.com/365d/IRB-EQ.svg,04-Mar-2024,1.36,https://nsearchives.nseindia.com/30d/IRB-EQ.svg,https://nsearchives.nseindia.com/today/IRBEQN.svg,,,0,04-Apr-2024 14:06:48
CCL,CCLEQN,595.0,604.85,588.0,590.05,591.45,-1.4,-0.24,41757719073.88,749.5,548.0,125678,74532081.11999999,04-Apr-2024 14:07:18,21.27418278852569,-7.673357664233568,2.34,03-Apr-2023,https://nsearchives.nseindia.com/365d/CCL-EQ.svg,04-Mar-2024,-5.56,https://nsearchives.nseindia.com/30d/CCL-EQ.svg,https://nsearchives.nseindia.com/today/CCLEQN.svg,,,0,04-Apr-2024 14:06:48
RAYMOND,RAYMONDEQN,1923.5,1940.8,1890.0,1915.9,1920.5,-4.6,-0.24,63867508834.85,2240.0,1184.15,128085,245216170.8,04-Apr-2024 14:07:13,14.468749999999996,-61.795380652788914,60.87,03-Apr-2023,https://nsearchives.nseindia.com/365d/RAYMOND-EQ.svg,04-Mar-2024,6.65,https://nsearchives.nseindia.com/30d/RAYMOND-EQ.svg,https://nsearchives.nseindia.com/today/RAYMONDEQN.svg,,,0,04-Apr-2024 14:06:48
NSLNISP,NSLNISPEQN,62.35,62.9,60.9,61.85,62.0,-0.15,-0.24,70690609010.78,73.7,30.4,6575661,405849796.92,04-Apr-2024 14:07:15,16.078697421981005,-103.45394736842107,101.3,03-Apr-2023,https://nsearchives.nseindia.com/365d/NSLNISP-EQ.svg,04-Mar-2024,0.9,https://nsearchives.nseindia.com/30d/NSLNISP-EQ.svg,https://nsearchives.nseindia.com/today/NSLNISPEQN.svg,,,0,04-Apr-2024 14:06:48
BAYERCROP,BAYERCROPEQN,5469.0,5499.0,5440.0,5444.95,5458.45,-13.5,-0.25,76393507251.6,6201.25,4000.0,2645,14440139.45,04-Apr-2024 14:07:15,12.19592824027414,-36.123749999999994,34.16,03-Apr-2023,https://nsearchives.nseindia.com/365d/BAYERCROP-EQ.svg,04-Mar-2024,-1.72,https://nsearchives.nseindia.com/30d/BAYERCROP-EQ.svg,https://nsearchives.nseindia.com/today/BAYERCROPEQN.svg,,,0,04-Apr-2024 14:06:48
