symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta,priority,timestamp
NIFTY TOTAL MARKET,NIFTY TOTAL MARKET,11663.8,11673.15,11541.65,11619.6,11579.3,40.30000000000109,0.35,1718874613.31,11607.5,6252.1,2992091221,799878887415.67,04-Apr-2024 14:06:48,-0.10424294637088403,-85.85115401225188,42.42,03-Apr-2023,https://nsearchives.nseindia.com/365d/NIFTY-TOTAL-MKT.svg,04-Mar-2024,0.8,https://nsearchives.nseindia.com/30d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/today/NIFTY-TOTAL-MKT.svg,,,1,04-Apr-2024 14:06:48
ELGIEQUIP,ELGIEQUIPEQN,597.85,664.0,592.1,659.35,589.0,70.35,11.94,141830094838.67,714.2,428.5,3564818,2302337705.3,04-Apr-2024 14:07:16,7.679921590590873,-53.873978996499424,35.82,03-Apr-2023,https://nsearchives.nseindia.com/365d/ELGIEQUIP-EQ.svg,04-Mar-2024,-13.55,https://nsearchives.nseindia.com/30d/ELGIEQUIP-EQ.svg,https://nsearchives.nseindia.com/today/ELGIEQUIPEQN.svg,,,0,04-Apr-2024 14:06:48
ALKYLAMINE,ALKYLAMINEEQN,1980.0,2184.7,1961.35,2155.4,1948.15,207.25,10.64,29747744236.08,2797.7,1808.0,1022949,2187494600.58,04-Apr-2024 14:07:17,22.958144189870243,-19.214601769911507,-12.11,03-Apr-2023,https://nsearchives.nseindia.com/365d/ALKYLAMINE-EQ.svg,04-Mar-2024,-8.29,https://nsearchives.nseindia.com/30d/ALKYLAMINE-EQ.svg,https://nsearchives.nseindia.com/today/ALKYLAMINEEQN.svg,,,0,04-Apr-2024 14:06:48
KEC,KECEQN,768.0,838.85,755.55,800.8,728.7,72.1,9.89,96653143966.61,838.85,444.0,13961316,11342033505.24,04-Apr-2024 14:07:17,4.535971866245463,-80.36036036036035,61.97,03-Apr-2023,https://nsearchives.nseindia.com/365d/KEC-EQ.svg,04-Mar-2024,-0.19,https://nsearchives.nseindia.com/30d/KEC-EQ.svg,https://nsearchives.nseindia.com/today/KECEQN.svg,,,0,04-Apr-2024 14:06:48
JUBLPHARMA,JUBLPHARMAEQN,585.0,646.95,580.45,634.55,579.4,55.15,9.52,47466336905.99,646.95,287.3,3141011,1979559362.53,04-Apr-2024 14:07:13,1.9166859880980123,-120.86668987121473,99.07,03-Apr-2023,https://nsearchives.nseindia.com/365d/JUBLPHARMA-EQ.svg,04-Mar-2024,1.82,https://nsearchives.nseindia.com/30d/JUBLPHARMA-EQ.svg,https://nsearchives.nseindia.com/today/JUBLPHARMAEQN.svg,,,0,04-Apr-2024 14:06:48
ASTERDM,ASTERDMEQN,424.0,467.4,422.65,452.4,417.9,34.5,8.26,52038521321.21,495.9,237.05,4710086,2078749355.2399998,04-Apr-2024 14:07:17,8.771929824561404,-90.84581311959501,72.51,03-Apr-2023,https://nsearchives.nseindia.com/365d/ASTERDM-EQ.svg,04-Mar-2024,-9.46,https://nsearchives.nseindia.com/30d/ASTERDM-EQ.svg,https://nsearchives.nseindia.com/today/ASTERDMEQN.svg,,,0,04-Apr-2024 14:06:48
BALAMINES,BALAMINESEQN,2151.85,2317.05,2135.55,2290.55,2123.6,166.95,7.86,24459239491.5,2735.0,1880.0,445280,1011783027.1999999,04-Apr-2024 14:07:15,16.250457038391218,-21.837765957446816,1.41,03-Apr-2023,https://nsearchives.nseindia.com/365d/BALAMINES-EQ.svg,04-Mar-2024,-3.31,https://nsearchives.nseindia.com/30d/BALAMINES-EQ.svg,https://nsearchives.nseindia.com/today/BALAMINESEQN.svg,,,0,04-Apr-2024 14:06:48
GAEL,GAELEQN,171.05,187.1,171.05,181.15,168.6,12.55,7.44,24926457017.7,210.6,116.13,7412970,1356425250.6,04-Apr-2024 14:07:18,13.983855650522313,-55.988977869628876,-28.03,03-Apr-2023,https://nsearchives.nseindia.com/365d/GAEL-EQ.svg,04-Mar-2024,-58.33,https://nsearchives.nseindia.com/30d/GAEL-EQ.svg,https://nsearchives.nseindia.com/today/GAELEQN.svg,,,0,04-Apr-2024 14:06:48
CONFIPET,CONFIPETEQN,93.6,102.0,93.6,100.15,93.35,6.8,7.28,9765253880.38,120.0,57.5,9590981,956604444.9399999,04-Apr-2024 14:07:17,16.541666666666664,-74.17391304347828,47.36,03-Apr-2023,https://nsearchives.nseindia.com/365d/CONFIPET-EQ.svg,04-Mar-2024,-14.71,https://nsearchives.nseindia.com/30d/CONFIPET-EQ.svg,https://nsearchives.nseindia.com/today/CONFIPETEQN.svg,,,0,04-Apr-2024 14:06:48
UJJIVANSFB,UJJIVANSFBEQN,52.0,54.7,52.0,54.4,51.1,3.3,6.46,27628356007.98,63.0,25.95,33280844,1791175024.08,04-Apr-2024 14:07:17,13.650793650793652,-109.63391136801542,93.93,03-Apr-2023,https://nsearchives.nseindia.com/365d/UJJIVANSFB-EQ.svg,04-Mar-2024,-2.67,https://nsearchives.nseindia.com/30d/UJJIVANSFB-EQ.svg,https://nsearchives.nseindia.com/today/UJJIVANSFBEQN.svg,,,0,04-Apr-2024 14:06:48
JUBLINGREA,JUBLINGREAEQN,461.65,494.4,459.6,487.9,460.4,27.5,5.97,35865334068.63,524.7,369.1,1383845,667649858.6999999,04-Apr-2024 14:07:17,7.013531541833441,-32.1863993497697,24.38,03-Apr-2023,https://nsearchives.nseindia.com/365d/JUBLINGREA-EQ.svg,04-Mar-2024,-3.34,https://nsearchives.nseindia.com/30d/JUBLINGREA-EQ.svg,https://nsearchives.nseindia.com/today/JUBLINGREAEQN.svg,,,0,04-Apr-2024 14:06:48
PNBHOUSING,PNBHOUSINGEQN,735.0,794.0,735.0,778.85,735.0,43.85,5.97,79053587663.19,913.7,406.7,3991244,3103192210.0,04-Apr-2024 14:07:17,14.758673525227099,-91.50479468895992,35.88,03-Apr-2023,https://nsearchives.nseindia.com/365d/PNBHOUSING-EQ.svg,04-Mar-2024,2.1,https://nsearchives.nseindia.com/30d/PNBHOUSING-EQ.svg,https://nsearchives.nseindia.com/today/PNBHOUSINGEQN.svg,,,0,04-Apr-2024 14:06:48
AGI,AGIEQN,787.9,827.3,777.55,814.65,771.25,43.4,5.63,20559016155.13,1089.0,334.1,369293,297849576.21999997,04-Apr-2024 14:07:16,25.192837465564743,-143.83418138281948,127.57,03-Apr-2023,https://nsearchives.nseindia.com/365d/AGI-EQ.svg,04-Mar-2024,-13.65,https://nsearchives.nseindia.com/30d/AGI-EQ.svg,https://nsearchives.nseindia.com/today/AGIEQN.svg,,,0,04-Apr-2024 14:06:48
ESAFSFB,ESAFSFBEQN,59.95,63.8,59.65,62.15,59.05,3.1,5.25,4152471724.56,82.4,53.3,2952373,182781412.42999998,04-Apr-2024 14:07:15,24.57524271844661,-16.604127579737337,-,-,-,04-Mar-2024,-4.22,https://nsearchives.nseindia.com/30d/ESAFSFB-EQ.svg,https://nsearchives.nseindia.com/today/ESAFSFBEQN.svg,,,0,04-Apr-2024 14:06:48
CYIENT,CYIENTEQN,2087.0,2173.95,2071.2,2172.5,2067.1,105.4,5.1,182289544150.56,2458.95,998.0,393761,839506327.22,04-Apr-2024 14:07:17,11.649281197258986,-117.68537074148297,107.81,03-Apr-2023,https://nsearchives.nseindia.com/365d/CYIENT-EQ.svg,04-Mar-2024,2.53,https://nsearchives.nseindia.com/30d/CYIENT-EQ.svg,https://nsearchives.nseindia.com/today/CYIENTEQN.svg,,,0,04-Apr-2024 14:06:48
INOXINDIA,INOXINDIAEQN,1283.0,1348.0,1268.65,1338.65,1274.2,64.45,5.06,20650466138.25,1348.0,801.55,1499982,1963311439.9800003,04-Apr-2024 14:07:17,0.6936201780415363,-67.00767263427112,-,-,-,04-Mar-2024,2.39,https://nsearchives.nseindia.com/30d/INOXINDIA-EQ.svg,https://nsearchives.nseindia.com/today/INOXINDIAEQN.svg,,,0,04-Apr-2024 14:06:48
SPARC,SPARCBEN,398.0,413.0,396.0,413.0,393.35,19.65,5.0,30824213014.42,423.35,178.3,570888,231649223.76,04-Apr-2024 14:07:16,2.4447856383607,-131.6320807627594,-,-,-,04-Mar-2024,3.23,https://nsearchives.nseindia.com/30d/SPARC-BE.svg,https://nsearchives.nseindia.com/today/SPARCBEN.svg,,,0,04-Apr-2024 14:06:48
HCC,HCCEQN,36.8,37.85,36.1,37.85,36.05,1.8,4.99,51157485194.98,46.06,13.56,17746150,653413243.0,04-Apr-2024 14:07:16,17.824576639166306,-179.12979351032448,144.41,03-Apr-2023,https://nsearchives.nseindia.com/365d/HCC-EQ.svg,04-Mar-2024,-11.1,https://nsearchives.nseindia.com/30d/HCC-EQ.svg,https://nsearchives.nseindia.com/today/HCCEQN.svg,,,0,04-Apr-2024 14:06:48
ELECTCAST,ELECTCASTEQN,184.0,192.0,182.2,191.6,182.5,9.1,4.99,60491272895.67,204.4,33.7,3824375,720894687.5,04-Apr-2024 14:07:16,6.262230919765171,-468.54599406528183,444.78,03-Apr-2023,https://nsearchives.nseindia.com/365d/ELECTCAST-EQ.svg,04-Mar-2024,11.18,https://nsearchives.nseindia.com/30d/ELECTCAST-EQ.svg,https://nsearchives.nseindia.com/today/ELECTCASTEQN.svg,,,0,04-Apr-2024 14:06:48
RPOWER,RPOWERBEN,33.35,33.35,32.65,33.35,31.8,1.55,4.87,87701036822.11,33.35,10.3,21697194,722299588.26,04-Apr-2024 14:07:17,0.0,-223.78640776699027,-,-,-,04-Mar-2024,35.9,https://nsearchives.nseindia.com/30d/RPOWER-BE.svg,https://nsearchives.nseindia.com/today/RPOWERBEN.svg,,,0,04-Apr-2024 14:06:48
VTL,VTLEQN,449.0,469.85,446.0,466.3,444.75,21.55,4.85,47184652116.0,469.85,297.25,978647,451038829.36,04-Apr-2024 14:07:13,0.7555602851974058,-56.871320437342305,47.1,03-Apr-2023,https://nsearchives.nseindia.com/365d/VTL-EQ.svg,04-Mar-2024,3.24,https://nsearchives.nseindia.com/30d/VTL-EQ.svg,https://nsearchives.nseindia.com/today/VTLEQN.svg,,,0,04-Apr-2024 14:06:48
JPPOWER,JPPOWERBEN,18.45,18.45,18.45,18.45,17.6,0.85,4.83,87247957597.12,24.0,5.55,5068155,93507459.75,04-Apr-2024 14:07:15,23.125000000000004,-232.4324324324324,-,-,-,04-Mar-2024,-3.03,https://nsearchives.nseindia.com/30d/JPPOWER-BE.svg,https://nsearchives.nseindia.com/today/JPPOWERBEN.svg,,,0,04-Apr-2024 14:06:48
UJJIVAN,UJJIVANEQN,540.0,571.0,540.0,560.5,534.7,25.8,4.83,63533046631.74,614.8,253.55,1458494,818871456.3000001,04-Apr-2024 14:07:17,8.832140533506825,-121.06093472687832,105.02,03-Apr-2023,https://nsearchives.nseindia.com/365d/UJJIVAN-EQ.svg,04-Mar-2024,-3.2,https://nsearchives.nseindia.com/30d/UJJIVAN-EQ.svg,https://nsearchives.nseindia.com/today/UJJIVANEQN.svg,,,0,04-Apr-2024 14:06:48
JPASSOCIAT,JPASSOCIATEQN,20.1,20.8,19.45,20.8,19.85,0.95,4.79,35228356625.28,27.15,6.9,30330786,611468645.76,04-Apr-2024 14:07:15,23.388581952117857,-201.44927536231884,183.57,03-Apr-2023,https://nsearchives.nseindia.com/365d/JPASSOCIAT-EQ.svg,04-Mar-2024,7.3,https://nsearchives.nseindia.com/30d/JPASSOCIAT-EQ.svg,https://nsearchives.nseindia.com/today/JPASSOCIATEQN.svg,,,0,04-Apr-2024 14:06:48
CESC,CESCEQN,130.2,136.0,130.0,135.05,129.05,6.0,4.65,84200896498.82,149.9,67.35,9209632,1229393775.68,04-Apr-2024 14:07:16,9.906604402935287,-100.51967334818117,89.64,03-Apr-2023,https://nsearchives.nseindia.com/365d/CESC-EQ.svg,04-Mar-2024,-0.54,https://nsearchives.nseindia.com/30d/CESC-EQ.svg,https://nsearchives.nseindia.com/today/CESCEQN.svg,,,0,04-Apr-2024 14:06:48
CREDITACC,CREDITACCEQN,1421.0,1524.8,1421.0,1485.45,1421.6,63.85,4.49,78276244195.41,1796.0,929.05,705792,1051623022.08,04-Apr-2024 14:07:13,17.291202672605788,-59.88913406167592,53.5,03-Apr-2023,https://nsearchives.nseindia.com/365d/CREDITACC-EQ.svg,04-Mar-2024,-1.61,https://nsearchives.nseindia.com/30d/CREDITACC-EQ.svg,https://nsearchives.nseindia.com/today/CREDITACCEQN.svg,,,0,04-Apr-2024 14:06:48
HMAAGRO,HMAAGROEQN,61.5,62.0,60.0,61.7,59.05,2.65,4.49,4919562220.48,84.05,48.5,1362778,84178797.06,04-Apr-2024 14:07:15,26.591314693634736,-27.21649484536083,-,-,-,04-Mar-2024,-5.06,https://nsearchives.nseindia.com/30d/HMAAGRO-EQ.svg,https://nsearchives.nseindia.com/today/HMAAGROEQN.svg,,,0,04-Apr-2024 14:06:48
GMMPFAUDLR,GMMPFAUDLREQN,1333.2,1386.0,1319.9,1379.6,1320.9,58.7,4.44,45943585494.56,1897.95,1205.6,229816,312797961.28,04-Apr-2024 14:07:18,27.311046128717834,-14.432647644326478,-10.04,03-Apr-2023,https://nsearchives.nseindia.com/365d/GMMPFAUDLR-EQ.svg,04-Mar-2024,-1.92,https://nsearchives.nseindia.com/30d/GMMPFAUDLR-EQ.svg,https://nsearchives.nseindia.com/today/GMMPFAUDLREQN.svg,,,0,04-Apr-2024 14:06:48
CSBBANK,CSBBANKEQN,380.0,393.8,375.15,391.45,374.8,16.65,4.44,31934490347.94,422.25,250.6,469027,181715130.61,04-Apr-2024 14:07:13,7.2942569567791615,-56.20510774142059,48,03-Apr-2023,https://nsearchives.nseindia.com/365d/CSBBANK-EQ.svg,04-Mar-2024,7.41,https://nsearchives.nseindia.com/30d/CSBBANK-EQ.svg,https://nsearchives.nseindia.com/today/CSBBANKEQN.svg,,,0,04-Apr-2024 14:06:48
IPCALAB,IPCALABEQN,1230.8,1278.6,1224.0,1277.75,1224.35,53.4,4.36,171554919063.71,1278.6,669.8,1309780,1649183291.4,04-Apr-2024 14:07:18,0.06647896136398476,-90.76590026873696,51.09,03-Apr-2023,https://nsearchives.nseindia.com/365d/IPCALAB-EQ.svg,04-Mar-2024,1.88,https://nsearchives.nseindia.com/30d/IPCALAB-EQ.svg,https://nsearchives.nseindia.com/today/IPCALABEQN.svg,,,0,04-Apr-2024 14:06:48
NUCLEUS,NUCLEUSEQN,1363.0,1408.55,1328.95,1400.0,1341.5,58.5,4.36,9731567807.52,1822.95,574.65,108368,150448378.07999998,04-Apr-2024 14:07:14,23.201404317178202,-143.62655529452712,98.15,03-Apr-2023,https://nsearchives.nseindia.com/365d/NUCLEUS-EQ.svg,04-Mar-2024,-4.18,https://nsearchives.nseindia.com/30d/NUCLEUS-EQ.svg,https://nsearchives.nseindia.com/today/NUCLEUSEQN.svg,,,0,04-Apr-2024 14:06:48
SPANDANA,SPANDANAEQN,860.0,894.75,855.4,892.05,855.4,36.65,4.28,20305512051.2,1243.2,528.0,135143,118089304.83,04-Apr-2024 14:07:15,28.245656370656377,-68.94886363636363,59.93,03-Apr-2023,https://nsearchives.nseindia.com/365d/SPANDANA-EQ.svg,04-Mar-2024,-7.49,https://nsearchives.nseindia.com/30d/SPANDANA-EQ.svg,https://nsearchives.nseindia.com/today/SPANDANAEQN.svg,,,0,04-Apr-2024 14:06:48
AAVAS,AAVASEQN,1435.0,1486.25,1420.0,1453.6,1395.55,58.05,4.16,67984172183.2,1817.6,1307.0,929016,1338405480.72,04-Apr-2024 14:07:17,20.026408450704228,-11.21652639632746,-14.46,03-Apr-2023,https://nsearchives.nseindia.com/365d/AAVAS-EQ.svg,04-Mar-2024,-2.52,https://nsearchives.nseindia.com/30d/AAVAS-EQ.svg,https://nsearchives.nseindia.com/today/AAVASEQN.svg,,,0,04-Apr-2024 14:06:48
IBREALEST,IBREALESTEQN,129.0,135.25,129.0,133.45,128.15,5.3,4.14,63636017885.88,135.25,50.2,32753892,4311394803.96,04-Apr-2024 14:07:14,1.3308687615526886,-165.83665338645415,153.76,03-Apr-2023,https://nsearchives.nseindia.com/365d/IBREALEST-EQ.svg,04-Mar-2024,4.83,https://nsearchives.nseindia.com/30d/IBREALEST-EQ.svg,https://nsearchives.nseindia.com/today/IBREALESTEQN.svg,,,0,04-Apr-2024 14:06:48
UNOMINDA,UNOMINDAEQN,700.0,746.0,700.0,726.0,697.25,28.75,4.12,129338429313.67,746.0,462.0,1401461,1017166379.1899999,04-Apr-2024 14:07:15,2.680965147453083,-57.142857142857146,49.64,03-Apr-2023,https://nsearchives.nseindia.com/365d/UNOMINDA-EQ.svg,04-Mar-2024,8.68,https://nsearchives.nseindia.com/30d/UNOMINDA-EQ.svg,https://nsearchives.nseindia.com/today/UNOMINDAEQN.svg,,,0,04-Apr-2024 14:06:48
JISLJALEQS,JISLJALEQSEQN,57.4,60.5,56.35,59.25,57.0,2.25,3.95,21391667862.49,73.45,34.35,7543565,438281126.5,04-Apr-2024 14:07:14,19.33287950987066,-72.48908296943232,62.16,03-Apr-2023,https://nsearchives.nseindia.com/365d/JISLJALEQS-EQ.svg,04-Mar-2024,1.6,https://nsearchives.nseindia.com/30d/JISLJALEQS-EQ.svg,https://nsearchives.nseindia.com/today/JISLJALEQSEQN.svg,,,0,04-Apr-2024 14:06:48
RAJESHEXPO,RAJESHEXPOEQN,295.0,307.95,294.95,305.25,293.7,11.55,3.93,40590862863.53,669.3,261.0,1091507,330497404.53000003,04-Apr-2024 14:07:15,54.39264903630658,-16.95402298850575,-51.73,03-Apr-2023,https://nsearchives.nseindia.com/365d/RAJESHEXPO-EQ.svg,04-Mar-2024,-6.26,https://nsearchives.nseindia.com/30d/RAJESHEXPO-EQ.svg,https://nsearchives.nseindia.com/today/RAJESHEXPOEQN.svg,,,0,04-Apr-2024 14:06:48
AVANTIFEED,AVANTIFEEDEQN,516.7,542.0,514.0,533.85,513.9,19.95,3.88,21069364837.28,598.5,351.35,901475,480855779.75,04-Apr-2024 14:07:17,10.802005012531325,-51.94250747118258,44.66,03-Apr-2023,https://nsearchives.nseindia.com/365d/AVANTIFEED-EQ.svg,04-Mar-2024,-1.11,https://nsearchives.nseindia.com/30d/AVANTIFEED-EQ.svg,https://nsearchives.nseindia.com/today/AVANTIFEEDEQN.svg,,,0,04-Apr-2024 14:06:48
HOMEFIRST,HOMEFIRSTEQN,940.0,982.35,928.4,966.0,930.0,36.0,3.87,44555497821.12,1061.0,686.0,201802,194155722.22,04-Apr-2024 14:07:17,8.953817153628652,-40.816326530612244,29.4,03-Apr-2023,https://nsearchives.nseindia.com/365d/HOMEFIRST-EQ.svg,04-Mar-2024,4.03,https://nsearchives.nseindia.com/30d/HOMEFIRST-EQ.svg,https://nsearchives.nseindia.com/today/HOMEFIRSTEQN.svg,,,0,04-Apr-2024 14:06:48
MTARTECH,MTARTECHEQN,1906.0,2009.95,1891.0,1958.0,1885.5,72.5,3.85,37960626570.24,2920.35,1603.05,713669,1402637915.91,04-Apr-2024 14:07:12,32.953241905935926,-22.142166495118687,17.83,03-Apr-2023,https://nsearchives.nseindia.com/365d/MTARTECH-EQ.svg,04-Mar-2024,-0.62,https://nsearchives.nseindia.com/30d/MTARTECH-EQ.svg,https://nsearchives.nseindia.com/today/MTARTECHEQN.svg,,,0,04-Apr-2024 14:06:48
VENKEYS,VENKEYSEQN,1678.05,1752.0,1678.05,1739.05,1674.7,64.35,3.84,8333828492.89,2314.9,1505.55,50662,86975001.74,04-Apr-2024 14:07:14,24.875804570391814,-15.50928232207499,11.25,03-Apr-2023,https://nsearchives.nseindia.com/365d/VENKEYS-EQ.svg,04-Mar-2024,-7.59,https://nsearchives.nseindia.com/30d/VENKEYS-EQ.svg,https://nsearchives.nseindia.com/today/VENKEYSEQN.svg,,,0,04-Apr-2024 14:06:48
REDTAPE,REDTAPEEQN,677.2,707.95,675.0,701.65,675.9,25.75,3.81,26120159100.0,707.95,411.05,220265,153498273.2,04-Apr-2024 14:07:17,0.8898933540504369,-70.69699549933097,-,-,-,04-Mar-2024,10.96,https://nsearchives.nseindia.com/30d/REDTAPE-EQ.svg,https://nsearchives.nseindia.com/today/REDTAPEEQN.svg,,,0,04-Apr-2024 14:06:48
DEEPAKFERT,DEEPAKFERTEQN,560.0,579.0,550.5,577.5,556.65,20.85,3.75,38618170472.7,714.7,450.0,1194536,677421365.6,04-Apr-2024 14:07:16,19.196865817825664,-28.333333333333332,-1.61,03-Apr-2023,https://nsearchives.nseindia.com/365d/DEEPAKFERT-EQ.svg,04-Mar-2024,10.04,https://nsearchives.nseindia.com/30d/DEEPAKFERT-EQ.svg,https://nsearchives.nseindia.com/today/DEEPAKFERTEQN.svg,,,0,04-Apr-2024 14:06:48
TEJASNET,TEJASNETEQN,754.75,788.25,750.5,782.1,754.2,27.9,3.7,58756007171.4,940.0,606.95,801974,621329356.5,04-Apr-2024 14:07:12,16.79787234042553,-28.857401762912918,24.06,03-Apr-2023,https://nsearchives.nseindia.com/365d/TEJASNET-EQ.svg,04-Mar-2024,-0.46,https://nsearchives.nseindia.com/30d/TEJASNET-EQ.svg,https://nsearchives.nseindia.com/today/TEJASNETEQN.svg,,,0,04-Apr-2024 14:06:48
ZOMATO,ZOMATOEQN,180.5,185.8,180.25,184.75,178.3,6.45,3.62,1075149277961.09,189.0,51.3,36511764,6691876105.92,04-Apr-2024 14:07:14,2.248677248677249,-260.1364522417154,243.21,03-Apr-2023,https://nsearchives.nseindia.com/365d/ZOMATO-EQ.svg,04-Mar-2024,5.01,https://nsearchives.nseindia.com/30d/ZOMATO-EQ.svg,https://nsearchives.nseindia.com/today/ZOMATOEQN.svg,,,0,04-Apr-2024 14:06:48
DMART,DMARTEQN,4562.0,4715.0,4540.0,4621.85,4460.9,160.95,3.61,691730878116.67,4715.0,3352.0,1304392,6053826755.12,04-Apr-2024 14:07:15,1.9756097560975532,-37.88335322195705,25.53,03-Apr-2023,https://nsearchives.nseindia.com/365d/DMART-EQ.svg,04-Mar-2024,15.98,https://nsearchives.nseindia.com/30d/DMART-EQ.svg,https://nsearchives.nseindia.com/today/DMARTEQN.svg,,,0,04-Apr-2024 14:06:48
BANDHANBNK,BANDHANBNKEQN,191.95,199.65,191.95,197.25,190.5,6.75,3.54,162223848138.73,272.0,173.15,22805525,4482425938.75,04-Apr-2024 14:07:18,27.481617647058822,-13.918567715853303,-6.66,03-Apr-2023,https://nsearchives.nseindia.com/365d/BANDHANBNK-EQ.svg,04-Mar-2024,-4.27,https://nsearchives.nseindia.com/30d/BANDHANBNK-EQ.svg,https://nsearchives.nseindia.com/today/BANDHANBNKEQN.svg,,,0,04-Apr-2024 14:06:48
CENTURYPLY,CENTURYPLYEQN,655.0,678.0,655.0,667.45,645.05,22.4,3.47,40077119147.13,849.5,461.0,287696,191827061.92,04-Apr-2024 14:07:18,21.430253090052968,-44.7830802603037,38.78,03-Apr-2023,https://nsearchives.nseindia.com/365d/CENTURYPLY-EQ.svg,04-Mar-2024,-7.43,https://nsearchives.nseindia.com/30d/CENTURYPLY-EQ.svg,https://nsearchives.nseindia.com/today/CENTURYPLYEQN.svg,,,0,04-Apr-2024 14:06:48
AUBANK,AUBANKEQN,620.0,639.95,618.5,625.85,605.05,20.8,3.44,301869888245.32,813.4,553.65,10460072,6601456039.92,04-Apr-2024 14:07:18,23.05753626751905,-13.04072970288089,7.51,03-Apr-2023,https://nsearchives.nseindia.com/365d/AUBANK-EQ.svg,04-Mar-2024,4.3,https://nsearchives.nseindia.com/30d/AUBANK-EQ.svg,https://nsearchives.nseindia.com/today/AUBANKEQN.svg,,,0,04-Apr-2024 14:06:48
VEDL,VEDLEQN,306.05,312.5,301.7,309.0,298.8,10.2,3.41,413836570587.87,312.5,208.0,18814872,5782562760.48,04-Apr-2024 14:07:17,1.12,-48.55769230769231,5.81,03-Apr-2023,https://nsearchives.nseindia.com/365d/VEDL-EQ.svg,04-Mar-2024,8.12,https://nsearchives.nseindia.com/30d/VEDL-EQ.svg,https://nsearchives.nseindia.com/today/VEDLEQN.svg,,,0,04-Apr-2024 14:06:48
HINDZINC,HINDZINCEQN,334.8,341.2,332.65,339.4,328.35,11.05,3.37,85993692288.0,344.0,284.6,4551383,1539414272.0900002,04-Apr-2024 14:07:16,1.337209302325588,-19.255094869992956,10.11,03-Apr-2023,https://nsearchives.nseindia.com/365d/HINDZINC-EQ.svg,04-Mar-2024,5.17,https://nsearchives.nseindia.com/30d/HINDZINC-EQ.svg,https://nsearchives.nseindia.com/today/HINDZINCEQN.svg,,,0,04-Apr-2024 14:06:48
FUSION,FUSIONEQN,485.0,509.0,484.35,498.2,482.5,15.7,3.25,21142884796.11,691.0,395.0,906252,451739434.44,04-Apr-2024 14:07:14,27.901591895803183,-26.12658227848101,21.4,03-Apr-2023,https://nsearchives.nseindia.com/365d/FUSION-EQ.svg,04-Mar-2024,-11.69,https://nsearchives.nseindia.com/30d/FUSION-EQ.svg,https://nsearchives.nseindia.com/today/FUSIONEQN.svg,,,0,04-Apr-2024 14:06:48
UTIAMC,UTIAMCEQN,865.15,895.35,865.15,893.2,865.15,28.05,3.24,36381013072.51,965.0,638.75,99619,88023348.4,04-Apr-2024 14:07:13,7.440414507772016,-39.83561643835617,33.21,03-Apr-2023,https://nsearchives.nseindia.com/365d/UTIAMC-EQ.svg,04-Mar-2024,-3.51,https://nsearchives.nseindia.com/30d/UTIAMC-EQ.svg,https://nsearchives.nseindia.com/today/UTIAMCEQN.svg,,,0,04-Apr-2024 14:06:48
NAM-INDIA,NAM-INDIAEQN,505.5,521.95,500.2,520.45,504.7,15.75,3.12,88502851589.13,542.85,212.75,805673,414414021.01,04-Apr-2024 14:07:18,4.126370083816888,-144.6298472385429,133.87,03-Apr-2023,https://nsearchives.nseindia.com/365d/NAM-INDIA-EQ.svg,04-Mar-2024,-1.74,https://nsearchives.nseindia.com/30d/NAM-INDIA-EQ.svg,https://nsearchives.nseindia.com/today/NAM-INDIAEQN.svg,,,0,04-Apr-2024 14:06:48
DBREALTY,DBREALTYEQN,211.0,216.0,203.65,215.6,209.1,6.5,3.11,35776976160.83,284.9,65.55,7133918,1495055195.26,04-Apr-2024 14:07:15,24.32432432432432,-228.90922959572848,214.67,03-Apr-2023,https://nsearchives.nseindia.com/365d/DBREALTY-EQ.svg,04-Mar-2024,-22.01,https://nsearchives.nseindia.com/30d/DBREALTY-EQ.svg,https://nsearchives.nseindia.com/today/DBREALTYEQN.svg,,,0,04-Apr-2024 14:06:48
WELENT,WELENTEQN,318.7,326.7,314.35,325.55,315.8,9.75,3.09,18864418164.9,382.0,121.5,299261,95993950.97,04-Apr-2024 14:07:16,14.777486910994762,-167.9423868312757,142.46,03-Apr-2023,https://nsearchives.nseindia.com/365d/WELENT-EQ.svg,04-Mar-2024,-2.94,https://nsearchives.nseindia.com/30d/WELENT-EQ.svg,https://nsearchives.nseindia.com/today/WELENTEQN.svg,,,0,04-Apr-2024 14:06:48
COFORGE,COFORGEEQN,5840.0,5898.85,5750.75,5837.2,5662.6,174.6,3.08,357363044565.12,6847.45,3752.0,549975,3192736869.0,04-Apr-2024 14:07:18,14.753667423639458,-55.57569296375266,47.03,03-Apr-2023,https://nsearchives.nseindia.com/365d/COFORGE-EQ.svg,04-Mar-2024,-12.11,https://nsearchives.nseindia.com/30d/COFORGE-EQ.svg,https://nsearchives.nseindia.com/today/COFORGEEQN.svg,,,0,04-Apr-2024 14:06:48
